id,lv,profession_id,name,hp_basic,atk_basic,def_basic,spd_basic,acc_basic,dodge_basic,cri_basic,tough_basic,piercing_dmg,burn_dmg,ment_dmg,electricity_dmg,radiation_dmg,piercing_res,burn_res,ment_res,electricity_res,radiation_res
547,47,10032,精英指挥官,13339,2109,983,5,99,97,102,65,0,0,0,0,0,0,0,0,0,0
548,48,10032,精英指挥官,13660,2163,1008,5,101,99,104,66,0,0,0,0,0,0,0,0,0,0
549,49,10032,精英指挥官,13981,2217,1033,5,103,101,106,67,0,0,0,0,0,0,0,0,0,0
550,50,10032,精英指挥官,14302,2271,1058,5,105,103,108,68,0,0,0,0,0,0,0,0,0,0
551,1,10033,王牌指挥官,432,17,8,5,6,5,6,5,0,0,0,0,0,0,0,0,0,0
552,2,10033,王牌指挥官,474,22,11,5,8,6,8,6,0,0,0,0,0,0,0,0,0,0
553,3,10033,王牌指挥官,521,28,14,5,9,8,9,8,0,0,0,0,0,0,0,0,0,0
554,4,10033,王牌指挥官,574,35,18,5,11,9,11,9,0,0,0,0,0,0,0,0,0,0
555,5,10033,王牌指挥官,825,65,31,5,12,11,14,10,0,0,0,0,0,0,0,0,0,0
556,6,10033,王牌指挥官,918,78,37,5,14,12,16,11,0,0,0,0,0,0,0,0,0,0
557,7,10033,王牌指挥官,1019,92,44,5,15,14,18,13,0,0,0,0,0,0,0,0,0,0
558,8,10033,王牌指挥官,1129,108,52,5,17,15,20,14,0,0,0,0,0,0,0,0,0,0
559,9,10033,王牌指挥官,1249,125,60,5,18,17,21,15,0,0,0,0,0,0,0,0,0,0
560,10,10033,王牌指挥官,1596,174,83,5,25,23,29,21,0,0,0,0,0,0,0,0,0,0
561,11,10033,王牌指挥官,1753,197,94,5,26,24,31,22,0,0,0,0,0,0,0,0,0,0
562,12,10033,王牌指挥官,1921,222,106,5,28,26,33,23,0,0,0,0,0,0,0,0,0,0
563,13,10033,王牌指挥官,2099,249,119,5,29,27,34,24,0,0,0,0,0,0,0,0,0,0
564,14,10033,王牌指挥官,2289,279,133,5,31,29,37,26,0,0,0,0,0,0,0,0,0,0
565,15,10033,王牌指挥官,2841,360,172,5,32,30,38,27,0,0,0,0,0,0,0,0,0,0
566,16,10033,王牌指挥官,3075,397,189,5,34,31,40,28,0,0,0,0,0,0,0,0,0,0
567,17,10033,王牌指挥官,3322,437,207,5,35,33,41,29,0,0,0,0,0,0,0,0,0,0
568,18,10033,王牌指挥官,3582,479,227,5,37,35,45,31,0,0,0,0,0,0,0,0,0,0
569,19,10033,王牌指挥官,3853,523,248,5,38,36,46,32,0,0,0,0,0,0,0,0,0,0
570,20,10033,王牌指挥官,4943,699,326,5,45,45,56,38,0,0,0,0,0,0,0,0,0,0
571,21,10033,王牌指挥官,5286,757,353,5,47,46,58,39,0,0,0,0,0,0,0,0,0,0
572,22,10033,王牌指挥官,5643,819,381,5,48,48,59,40,0,0,0,0,0,0,0,0,0,0
573,23,10033,王牌指挥官,6015,884,411,5,50,49,63,41,0,0,0,0,0,0,0,0,0,0
574,24,10033,王牌指挥官,6401,952,442,5,51,52,64,43,0,0,0,0,0,0,0,0,0,0
575,25,10033,王牌指挥官,7515,1137,528,5,53,53,66,44,0,0,0,0,0,0,0,0,0,0
576,26,10033,王牌指挥官,7960,1218,565,5,54,54,68,45,0,0,0,0,0,0,0,0,0,0
577,27,10033,王牌指挥官,8420,1303,603,5,56,56,71,46,0,0,0,0,0,0,0,0,0,0
578,28,10033,王牌指挥官,8895,1391,644,5,57,58,72,48,0,0,0,0,0,0,0,0,0,0
579,29,10033,王牌指挥官,9387,1484,686,5,59,60,75,49,0,0,0,0,0,0,0,0,0,0
580,30,10033,王牌指挥官,11534,1877,855,5,65,69,85,54,0,0,0,0,0,0,0,0,0,0
581,31,10033,王牌指挥官,12122,1992,907,5,67,72,88,56,0,0,0,0,0,0,0,0,0,0
582,32,10033,王牌指挥官,12710,2107,959,5,69,75,91,58,0,0,0,0,0,0,0,0,0,0
583,33,10033,王牌指挥官,13298,2222,1011,5,71,78,94,60,0,0,0,0,0,0,0,0,0,0
584,34,10033,王牌指挥官,13886,2337,1063,5,73,81,97,62,0,0,0,0,0,0,0,0,0,0
585,35,10033,王牌指挥官,14474,2452,1115,5,75,84,100,64,0,0,0,0,0,0,0,0,0,0
586,36,10033,王牌指挥官,15062,2567,1167,5,77,87,103,66,0,0,0,0,0,0,0,0,0,0
587,37,10033,王牌指挥官,15650,2682,1219,5,79,90,106,68,0,0,0,0,0,0,0,0,0,0
588,38,10033,王牌指挥官,16238,2797,1271,5,81,93,109,70,0,0,0,0,0,0,0,0,0,0
589,39,10033,王牌指挥官,16826,2912,1323,5,83,96,112,72,0,0,0,0,0,0,0,0,0,0
590,40,10033,王牌指挥官,17414,3027,1375,5,85,99,115,74,0,0,0,0,0,0,0,0,0,0
591,41,10033,王牌指挥官,18002,3142,1427,5,87,102,118,76,0,0,0,0,0,0,0,0,0,0
592,42,10033,王牌指挥官,18590,3257,1479,5,89,105,121,78,0,0,0,0,0,0,0,0,0,0
593,43,10033,王牌指挥官,19178,3372,1531,5,91,108,124,80,0,0,0,0,0,0,0,0,0,0
594,44,10033,王牌指挥官,19766,3487,1583,5,93,111,127,82,0,0,0,0,0,0,0,0,0,0
595,45,10033,王牌指挥官,20354,3602,1635,5,95,114,130,84,0,0,0,0,0,0,0,0,0,0
596,46,10033,王牌指挥官,20942,3717,1687,5,97,117,133,86,0,0,0,0,0,0,0,0,0,0
597,47,10033,王牌指挥官,21530,3832,1739,5,99,120,136,88,0,0,0,0,0,0,0,0,0,0
598,48,10033,王牌指挥官,22118,3947,1791,5,101,123,139,90,0,0,0,0,0,0,0,0,0,0
599,49,10033,王牌指挥官,22706,4062,1843,5,103,126,142,92,0,0,0,0,0,0,0,0,0,0
600,50,10033,王牌指挥官,23294,4177,1895,5,105,129,145,94,0,0,0,0,0,0,0,0,0,0
601,1,10034,将军,432,17,8,5,6,5,6,5,0,0,0,0,0,0,0,0,0,0
602,2,10034,将军,474,22,11,5,8,6,8,6,0,0,0,0,0,0,0,0,0,0
603,3,10034,将军,521,28,14,5,9,8,9,8,0,0,0,0,0,0,0,0,0,0
604,4,10034,将军,574,35,18,5,11,9,11,9,0,0,0,0,0,0,0,0,0,0
605,5,10034,将军,858,68,33,5,12,12,13,10,0,0,0,0,0,0,0,0,0,0
606,6,10034,将军,956,82,39,5,14,13,15,11,0,0,0,0,0,0,0,0,0,0
607,7,10034,将军,1062,97,46,5,15,16,16,13,0,0,0,0,0,0,0,0,0,0
608,8,10034,将军,1178,114,54,5,17,17,18,14,0,0,0,0,0,0,0,0,0,0
609,9,10034,将军,1304,132,62,5,18,19,19,15,0,0,0,0,0,0,0,0,0,0
610,10,10034,将军,1668,184,87,5,25,26,27,21,0,0,0,0,0,0,0,0,0,0
611,11,10034,将军,1834,209,99,5,26,27,28,22,0,0,0,0,0,0,0,0,0,0
612,12,10034,将军,2012,236,111,5,28,30,30,23,0,0,0,0,0,0,0,0,0,0
613,13,10034,将军,2202,265,125,5,29,31,31,24,0,0,0,0,0,0,0,0,0,0
614,14,10034,将军,2403,296,139,5,31,34,33,26,0,0,0,0,0,0,0,0,0,0
615,15,10034,将军,2985,384,180,5,32,35,35,27,0,0,0,0,0,0,0,0,0,0
616,16,10034,将军,3235,423,199,5,34,36,37,28,0,0,0,0,0,0,0,0,0,0
617,17,10034,将军,3498,466,218,5,35,39,38,29,0,0,0,0,0,0,0,0,0,0
618,18,10034,将军,3775,511,239,5,37,41,40,31,0,0,0,0,0,0,0,0,0,0
619,19,10034,将军,4066,559,261,5,38,42,41,32,0,0,0,0,0,0,0,0,0,0
620,20,10034,将军,5305,762,349,5,45,54,51,38,0,0,0,0,0,0,0,0,0,0
621,21,10034,将军,5678,827,379,5,47,55,53,39,0,0,0,0,0,0,0,0,0,0
622,22,10034,将军,6066,895,409,5,48,57,54,40,0,0,0,0,0,0,0,0,0,0
623,23,10034,将军,6471,967,442,5,50,59,57,41,0,0,0,0,0,0,0,0,0,0
624,24,10034,将军,6892,1042,476,5,51,62,58,43,0,0,0,0,0,0,0,0,0,0
625,25,10034,将军,8099,1247,569,5,53,64,60,44,0,0,0,0,0,0,0,0,0,0
626,26,10034,将军,8585,1336,609,5,54,65,61,45,0,0,0,0,0,0,0,0,0,0
627,27,10034,将军,9089,1431,651,5,56,68,64,46,0,0,0,0,0,0,0,0,0,0
628,28,10034,将军,9609,1529,696,5,57,71,65,48,0,0,0,0,0,0,0,0,0,0
629,29,10034,将军,10149,1633,742,5,59,72,67,49,0,0,0,0,0,0,0,0,0,0
630,30,10034,将军,12664,2100,938,5,65,85,77,54,0,0,0,0,0,0,0,0,0,0
631,31,10034,将军,13319,2231,996,5,67,89,80,56,0,0,0,0,0,0,0,0,0,0
632,32,10034,将军,13994,2368,1057,5,68,91,81,57,0,0,0,0,0,0,0,0,0,0
633,33,10034,将军,14688,2511,1119,5,70,93,83,58,0,0,0,0,0,0,0,0,0,0
634,34,10034,将军,15400,2659,1185,5,71,94,85,59,0,0,0,0,0,0,0,0,0,0
635,35,10034,将军,17443,3049,1357,5,73,99,87,61,0,0,0,0,0,0,0,0,0,0
636,36,10034,将军,18234,3219,1432,5,74,100,89,62,0,0,0,0,0,0,0,0,0,0
637,37,10034,将军,19045,3395,1509,5,76,102,91,63,0,0,0,0,0,0,0,0,0,0
638,38,10034,将军,19874,3578,1590,5,77,105,92,64,0,0,0,0,0,0,0,0,0,0
639,39,10034,将军,20724,3768,1673,5,79,108,95,66,0,0,0,0,0,0,0,0,0,0
640,40,10034,将军,25098,4681,2048,5,86,125,108,71,0,0,0,0,0,0,0,0,0,0
641,41,10034,将军,26097,4914,2149,5,87,129,109,73,0,0,0,0,0,0,0,0,0,0
642,42,10034,将军,27116,5156,2253,5,89,131,112,74,0,0,0,0,0,0,0,0,0,0
643,43,10034,将军,28154,5406,2361,5,90,133,113,75,0,0,0,0,0,0,0,0,0,0
644,44,10034,将军,29211,5664,2472,5,92,136,116,76,0,0,0,0,0,0,0,0,0,0
645,45,10034,将军,32283,6328,2761,5,93,140,117,78,0,0,0,0,0,0,0,0,0,0
646,46,10034,将军,33424,6616,2885,5,95,142,120,79,0,0,0,0,0,0,0,0,0,0
647,47,10034,将军,34584,6914,3013,5,96,145,121,80,0,0,0,0,0,0,0,0,0,0
648,48,10034,将军,35763,7220,3145,5,98,147,124,81,0,0,0,0,0,0,0,0,0,0
649,49,10034,将军,36960,7537,3281,5,99,152,126,83,0,0,0,0,0,0,0,0,0,0
650,50,10034,将军,40467,8342,3629,5,106,162,135,88,0,0,0,0,0,0,0,0,0,0
651,1,20001,猎人,432,17,8,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0
652,2,20001,猎人,474,22,11,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0
653,3,20001,猎人,516,27,14,5,9,9,9,9,0,0,0,0,0,0,0,0,0,0
654,4,20001,猎人,558,32,17,5,12,12,12,12,0,0,0,0,0,0,0,0,0,0
655,5,20001,猎人,600,37,20,5,15,15,15,15,0,0,0,0,0,0,0,0,0,0
656,6,20001,猎人,642,42,23,5,18,18,18,18,0,0,0,0,0,0,0,0,0,0
657,7,20001,猎人,684,47,26,5,21,21,21,21,0,0,0,0,0,0,0,0,0,0
658,8,20001,猎人,726,52,29,5,24,24,24,24,0,0,0,0,0,0,0,0,0,0
659,9,20001,猎人,768,57,32,5,27,27,27,27,0,0,0,0,0,0,0,0,0,0
660,10,20001,猎人,810,62,35,5,30,30,30,30,0,0,0,0,0,0,0,0,0,0
661,11,20001,猎人,852,67,38,5,33,33,33,33,0,0,0,0,0,0,0,0,0,0
662,12,20001,猎人,894,72,41,5,36,36,36,36,0,0,0,0,0,0,0,0,0,0
663,13,20001,猎人,936,77,44,5,39,39,39,39,0,0,0,0,0,0,0,0,0,0
664,14,20001,猎人,978,82,47,5,42,42,42,42,0,0,0,0,0,0,0,0,0,0
665,15,20001,猎人,1020,87,50,5,45,45,45,45,0,0,0,0,0,0,0,0,0,0
666,16,20001,猎人,1062,92,53,5,48,48,48,48,0,0,0,0,0,0,0,0,0,0
667,17,20001,猎人,1104,97,56,5,51,51,51,51,0,0,0,0,0,0,0,0,0,0
668,18,20001,猎人,1146,102,59,5,54,54,54,54,0,0,0,0,0,0,0,0,0,0
669,19,20001,猎人,1188,107,62,5,57,57,57,57,0,0,0,0,0,0,0,0,0,0
670,20,20001,猎人,1230,112,65,5,60,60,60,60,0,0,0,0,0,0,0,0,0,0
671,21,20001,猎人,1272,117,68,5,63,63,63,63,0,0,0,0,0,0,0,0,0,0
672,22,20001,猎人,1314,122,71,5,66,66,66,66,0,0,0,0,0,0,0,0,0,0
673,23,20001,猎人,1356,127,74,5,69,69,69,69,0,0,0,0,0,0,0,0,0,0
674,24,20001,猎人,1398,132,77,5,72,72,72,72,0,0,0,0,0,0,0,0,0,0
675,25,20001,猎人,1440,137,80,5,75,75,75,75,0,0,0,0,0,0,0,0,0,0
676,26,20001,猎人,1482,142,83,5,78,78,78,78,0,0,0,0,0,0,0,0,0,0
677,27,20001,猎人,1524,147,86,5,81,81,81,81,0,0,0,0,0,0,0,0,0,0
678,28,20001,猎人,1566,152,89,5,84,84,84,84,0,0,0,0,0,0,0,0,0,0
679,29,20001,猎人,1608,157,92,5,87,87,87,87,0,0,0,0,0,0,0,0,0,0
680,30,20001,猎人,1650,162,95,5,90,90,90,90,0,0,0,0,0,0,0,0,0,0
681,31,20001,猎人,1692,167,98,5,93,93,93,93,0,0,0,0,0,0,0,0,0,0
682,32,20001,猎人,1734,172,101,5,96,96,96,96,0,0,0,0,0,0,0,0,0,0
683,33,20001,猎人,1776,177,104,5,99,99,99,99,0,0,0,0,0,0,0,0,0,0
684,34,20001,猎人,1818,182,107,5,102,102,102,102,0,0,0,0,0,0,0,0,0,0
685,35,20001,猎人,1860,187,110,5,105,105,105,105,0,0,0,0,0,0,0,0,0,0
686,36,20001,猎人,1902,192,113,5,108,108,108,108,0,0,0,0,0,0,0,0,0,0
687,37,20001,猎人,1944,197,116,5,111,111,111,111,0,0,0,0,0,0,0,0,0,0
688,38,20001,猎人,1986,202,119,5,114,114,114,114,0,0,0,0,0,0,0,0,0,0
689,39,20001,猎人,2028,207,122,5,117,117,117,117,0,0,0,0,0,0,0,0,0,0
690,40,20001,猎人,2070,212,125,5,120,120,120,120,0,0,0,0,0,0,0,0,0,0
691,41,20001,猎人,2112,217,128,5,123,123,123,123,0,0,0,0,0,0,0,0,0,0
692,42,20001,猎人,2154,222,131,5,126,126,126,126,0,0,0,0,0,0,0,0,0,0
693,43,20001,猎人,2196,227,134,5,129,129,129,129,0,0,0,0,0,0,0,0,0,0
694,44,20001,猎人,2238,232,137,5,132,132,132,132,0,0,0,0,0,0,0,0,0,0
695,45,20001,猎人,2280,237,140,5,135,135,135,135,0,0,0,0,0,0,0,0,0,0
696,46,20001,猎人,2322,242,143,5,138,138,138,138,0,0,0,0,0,0,0,0,0,0
697,47,20001,猎人,2364,247,146,5,141,141,141,141,0,0,0,0,0,0,0,0,0,0
698,48,20001,猎人,2406,252,149,5,144,144,144,144,0,0,0,0,0,0,0,0,0,0
699,49,20001,猎人,2448,257,152,5,147,147,147,147,0,0,0,0,0,0,0,0,0,0
700,50,20001,猎人,2490,262,155,5,150,150,150,150,0,0,0,0,0,0,0,0,0,0
701,1,20011,射手,432,17,8,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0
702,2,20011,射手,474,22,11,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0
703,3,20011,射手,521,28,14,5,9,9,9,9,0,0,0,0,0,0,0,0,0,0
704,4,20011,射手,574,35,18,5,12,12,12,12,0,0,0,0,0,0,0,0,0,0
705,5,20011,射手,764,61,28,5,15,16,20,15,0,0,0,0,0,0,0,0,0,0
706,6,20011,射手,848,73,34,5,18,19,23,18,0,0,0,0,0,0,0,0,0,0
707,7,20011,射手,932,85,40,5,21,22,26,21,0,0,0,0,0,0,0,0,0,0
708,8,20011,射手,1016,97,46,5,24,25,29,24,0,0,0,0,0,0,0,0,0,0
709,9,20011,射手,1100,109,52,5,27,28,32,27,0,0,0,0,0,0,0,0,0,0
710,10,20011,射手,1184,121,58,5,30,31,35,30,0,0,0,0,0,0,0,0,0,0
711,11,20011,射手,1268,133,64,5,33,34,38,33,0,0,0,0,0,0,0,0,0,0
712,12,20011,射手,1352,145,70,5,36,37,41,36,0,0,0,0,0,0,0,0,0,0
713,13,20011,射手,1436,157,76,5,39,40,44,39,0,0,0,0,0,0,0,0,0,0
714,14,20011,射手,1520,169,82,5,42,43,47,42,0,0,0,0,0,0,0,0,0,0
715,15,20011,射手,1604,181,88,5,45,46,50,45,0,0,0,0,0,0,0,0,0,0
716,16,20011,射手,1688,193,94,5,48,49,53,48,0,0,0,0,0,0,0,0,0,0
717,17,20011,射手,1772,205,100,5,51,52,56,51,0,0,0,0,0,0,0,0,0,0
718,18,20011,射手,1856,217,106,5,54,55,59,54,0,0,0,0,0,0,0,0,0,0
719,19,20011,射手,1940,229,112,5,57,58,62,57,0,0,0,0,0,0,0,0,0,0
720,20,20011,射手,2024,241,118,5,60,61,65,60,0,0,0,0,0,0,0,0,0,0
721,21,20011,射手,2108,253,124,5,63,64,68,63,0,0,0,0,0,0,0,0,0,0
722,22,20011,射手,2192,265,130,5,66,67,71,66,0,0,0,0,0,0,0,0,0,0
723,23,20011,射手,2276,277,136,5,69,70,74,69,0,0,0,0,0,0,0,0,0,0
724,24,20011,射手,2360,289,142,5,72,73,77,72,0,0,0,0,0,0,0,0,0,0
725,25,20011,射手,2444,301,148,5,75,76,80,75,0,0,0,0,0,0,0,0,0,0
726,26,20011,射手,2528,313,154,5,78,79,83,78,0,0,0,0,0,0,0,0,0,0
727,27,20011,射手,2612,325,160,5,81,82,86,81,0,0,0,0,0,0,0,0,0,0
728,28,20011,射手,2696,337,166,5,84,85,89,84,0,0,0,0,0,0,0,0,0,0
729,29,20011,射手,2780,349,172,5,87,88,92,87,0,0,0,0,0,0,0,0,0,0
730,30,20011,射手,2864,361,178,5,90,91,95,90,0,0,0,0,0,0,0,0,0,0
731,31,20011,射手,2948,373,184,5,93,94,98,93,0,0,0,0,0,0,0,0,0,0
732,32,20011,射手,3032,385,190,5,96,97,101,96,0,0,0,0,0,0,0,0,0,0
733,33,20011,射手,3116,397,196,5,99,100,104,99,0,0,0,0,0,0,0,0,0,0
734,34,20011,射手,3200,409,202,5,102,103,107,102,0,0,0,0,0,0,0,0,0,0
735,35,20011,射手,3284,421,208,5,105,106,110,105,0,0,0,0,0,0,0,0,0,0
736,36,20011,射手,3368,433,214,5,108,109,113,108,0,0,0,0,0,0,0,0,0,0
737,37,20011,射手,3452,445,220,5,111,112,116,111,0,0,0,0,0,0,0,0,0,0
738,38,20011,射手,3536,457,226,5,114,115,119,114,0,0,0,0,0,0,0,0,0,0
739,39,20011,射手,3620,469,232,5,117,118,122,117,0,0,0,0,0,0,0,0,0,0
740,40,20011,射手,3704,481,238,5,120,121,125,120,0,0,0,0,0,0,0,0,0,0
741,41,20011,射手,3788,493,244,5,123,124,128,123,0,0,0,0,0,0,0,0,0,0
742,42,20011,射手,3872,505,250,5,126,127,131,126,0,0,0,0,0,0,0,0,0,0
743,43,20011,射手,3956,517,256,5,129,130,134,129,0,0,0,0,0,0,0,0,0,0
744,44,20011,射手,4040,529,262,5,132,133,137,132,0,0,0,0,0,0,0,0,0,0
745,45,20011,射手,4124,541,268,5,135,136,140,135,0,0,0,0,0,0,0,0,0,0
746,46,20011,射手,4208,553,274,5,138,139,143,138,0,0,0,0,0,0,0,0,0,0
747,47,20011,射手,4292,565,280,5,141,142,146,141,0,0,0,0,0,0,0,0,0,0
748,48,20011,射手,4376,577,286,5,144,145,149,144,0,0,0,0,0,0,0,0,0,0
749,49,20011,射手,4460,589,292,5,147,148,152,147,0,0,0,0,0,0,0,0,0,0
750,50,20011,射手,4544,601,298,5,150,151,155,150,0,0,0,0,0,0,0,0,0,0
751,1,20012,精英射手,432,17,8,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0
752,2,20012,精英射手,474,22,11,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0
753,3,20012,精英射手,521,28,14,5,9,9,9,9,0,0,0,0,0,0,0,0,0,0
754,4,20012,精英射手,574,35,18,5,12,12,13,12,0,0,0,0,0,0,0,0,0,0
755,5,20012,精英射手,776,63,28,5,15,18,23,15,0,0,0,0,0,0,0,0,0,0
756,6,20012,精英射手,862,75,34,5,18,21,28,18,0,0,0,0,0,0,0,0,0,0
757,7,20012,精英射手,955,88,40,5,21,25,34,21,0,0,0,0,0,0,0,0,0,0
758,8,20012,精英射手,1056,103,47,5,24,29,39,24,0,0,0,0,0,0,0,0,0,0
759,9,20012,精英射手,1166,120,54,5,27,32,43,27,0,0,0,0,0,0,0,0,0,0
760,10,20012,精英射手,1487,166,75,5,30,36,49,30,0,0,0,0,0,0,0,0,0,0
761,11,20012,精英射手,1631,188,84,5,33,40,55,33,0,0,0,0,0,0,0,0,0,0
762,12,20012,精英射手,1784,212,95,5,36,43,60,36,0,0,0,0,0,0,0,0,0,0
763,13,20012,精英射手,1946,238,106,5,39,48,65,39,0,0,0,0,0,0,0,0,0,0
764,14,20012,精英射手,2119,265,118,5,42,51,72,42,0,0,0,0,0,0,0,0,0,0
765,15,20012,精英射手,2624,343,152,5,45,55,77,45,0,0,0,0,0,0,0,0,0,0
766,16,20012,精英射手,2836,378,167,5,48,59,83,48,0,0,0,0,0,0,0,0,0,0
767,17,20012,精英射手,3058,415,183,5,51,62,90,51,0,0,0,0,0,0,0,0,0,0
768,18,20012,精英射手,3291,454,199,5,54,67,95,54,0,0,0,0,0,0,0,0,0,0
769,19,20012,精英射手,3535,496,217,5,57,70,101,57,0,0,0,0,0,0,0,0,0,0
770,20,20012,精英射手,4401,651,272,5,60,78,118,60,0,0,0,0,0,0,0,0,0,0
771,21,20012,精英射手,4699,705,294,5,63,81,124,63,0,0,0,0,0,0,0,0,0,0
772,22,20012,精英射手,4997,759,316,5,66,84,130,66,0,0,0,0,0,0,0,0,0,0
773,23,20012,精英射手,5295,813,338,5,69,87,136,69,0,0,0,0,0,0,0,0,0,0
774,24,20012,精英射手,5593,867,360,5,72,90,142,72,0,0,0,0,0,0,0,0,0,0
775,25,20012,精英射手,5891,921,382,5,75,93,148,75,0,0,0,0,0,0,0,0,0,0
776,26,20012,精英射手,6189,975,404,5,78,96,154,78,0,0,0,0,0,0,0,0,0,0
777,27,20012,精英射手,6487,1029,426,5,81,99,160,81,0,0,0,0,0,0,0,0,0,0
778,28,20012,精英射手,6785,1083,448,5,84,102,166,84,0,0,0,0,0,0,0,0,0,0
779,29,20012,精英射手,7083,1137,470,5,87,105,172,87,0,0,0,0,0,0,0,0,0,0
780,30,20012,精英射手,7381,1191,492,5,90,108,178,90,0,0,0,0,0,0,0,0,0,0
781,31,20012,精英射手,7679,1245,514,5,93,111,184,93,0,0,0,0,0,0,0,0,0,0
782,32,20012,精英射手,7977,1299,536,5,96,114,190,96,0,0,0,0,0,0,0,0,0,0
783,33,20012,精英射手,8275,1353,558,5,99,117,196,99,0,0,0,0,0,0,0,0,0,0
784,34,20012,精英射手,8573,1407,580,5,102,120,202,102,0,0,0,0,0,0,0,0,0,0
785,35,20012,精英射手,8871,1461,602,5,105,123,208,105,0,0,0,0,0,0,0,0,0,0
786,36,20012,精英射手,9169,1515,624,5,108,126,214,108,0,0,0,0,0,0,0,0,0,0
787,37,20012,精英射手,9467,1569,646,5,111,129,220,111,0,0,0,0,0,0,0,0,0,0
788,38,20012,精英射手,9765,1623,668,5,114,132,226,114,0,0,0,0,0,0,0,0,0,0
789,39,20012,精英射手,10063,1677,690,5,117,135,232,117,0,0,0,0,0,0,0,0,0,0
790,40,20012,精英射手,10361,1731,712,5,120,138,238,120,0,0,0,0,0,0,0,0,0,0
791,41,20012,精英射手,10659,1785,734,5,123,141,244,123,0,0,0,0,0,0,0,0,0,0
792,42,20012,精英射手,10957,1839,756,5,126,144,250,126,0,0,0,0,0,0,0,0,0,0
793,43,20012,精英射手,11255,1893,778,5,129,147,256,129,0,0,0,0,0,0,0,0,0,0
794,44,20012,精英射手,11553,1947,800,5,132,150,262,132,0,0,0,0,0,0,0,0,0,0
795,45,20012,精英射手,11851,2001,822,5,135,153,268,135,0,0,0,0,0,0,0,0,0,0
796,46,20012,精英射手,12149,2055,844,5,138,156,274,138,0,0,0,0,0,0,0,0,0,0
797,47,20012,精英射手,12447,2109,866,5,141,159,280,141,0,0,0,0,0,0,0,0,0,0
798,48,20012,精英射手,12745,2163,888,5,144,162,286,144,0,0,0,0,0,0,0,0,0,0
799,49,20012,精英射手,13043,2217,910,5,147,165,292,147,0,0,0,0,0,0,0,0,0,0
800,50,20012,精英射手,13341,2271,932,5,150,168,298,150,0,0,0,0,0,0,0,0,0,0
801,1,20013,王牌射手,432,17,8,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0
802,2,20013,王牌射手,474,22,11,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0
803,3,20013,王牌射手,521,28,14,5,9,9,10,9,0,0,0,0,0,0,0,0,0,0
804,4,20013,王牌射手,574,35,18,5,12,12,13,12,0,0,0,0,0,0,0,0,0,0
805,5,20013,王牌射手,792,65,29,5,15,19,25,15,0,0,0,0,0,0,0,0,0,0
806,6,20013,王牌射手,881,78,34,5,18,22,31,18,0,0,0,0,0,0,0,0,0,0
807,7,20013,王牌射手,976,92,40,5,21,25,37,21,0,0,0,0,0,0,0,0,0,0
808,8,20013,王牌射手,1081,108,47,5,24,30,43,24,0,0,0,0,0,0,0,0,0,0
809,9,20013,王牌射手,1193,125,54,5,27,33,50,27,0,0,0,0,0,0,0,0,0,0
810,10,20013,王牌射手,1523,174,76,5,30,36,54,30,0,0,0,0,0,0,0,0,0,0
811,11,20013,王牌射手,1671,197,85,5,33,41,60,33,0,0,0,0,0,0,0,0,0,0
812,12,20013,王牌射手,1830,222,96,5,36,44,67,36,0,0,0,0,0,0,0,0,0,0
813,13,20013,王牌射手,1997,249,107,5,39,49,72,39,0,0,0,0,0,0,0,0,0,0
814,14,20013,王牌射手,2175,279,119,5,42,52,80,42,0,0,0,0,0,0,0,0,0,0
815,15,20013,王牌射手,2696,360,154,5,45,56,86,45,0,0,0,0,0,0,0,0,0,0
816,16,20013,王牌射手,2915,397,169,5,48,61,93,48,0,0,0,0,0,0,0,0,0,0
817,17,20013,王牌射手,3146,437,185,5,51,64,99,51,0,0,0,0,0,0,0,0,0,0
818,18,20013,王牌射手,3388,479,202,5,54,69,108,54,0,0,0,0,0,0,0,0,0,0
819,19,20013,王牌射手,3641,523,221,5,57,72,114,57,0,0,0,0,0,0,0,0,0,0
820,20,20013,王牌射手,4581,699,278,5,60,81,136,60,0,0,0,0,0,0,0,0,0,0
821,21,20013,王牌射手,4895,757,300,5,63,85,143,63,0,0,0,0,0,0,0,0,0,0
822,22,20013,王牌射手,5220,819,324,5,66,90,150,66,0,0,0,0,0,0,0,0,0,0
823,23,20013,王牌射手,5559,884,348,5,69,93,159,69,0,0,0,0,0,0,0,0,0,0
824,24,20013,王牌射手,5910,952,374,5,72,98,168,72,0,0,0,0,0,0,0,0,0,0
825,25,20013,王牌射手,6931,1137,446,5,75,103,177,75,0,0,0,0,0,0,0,0,0,0
826,26,20013,王牌射手,7334,1218,476,5,78,107,184,78,0,0,0,0,0,0,0,0,0,0
827,27,20013,王牌射手,7751,1303,508,5,81,112,195,81,0,0,0,0,0,0,0,0,0,0
828,28,20013,王牌射手,8181,1391,541,5,84,116,203,84,0,0,0,0,0,0,0,0,0,0
