id,name,atlas,big_icon,icon,icon_shelf,type,sub_type,desc,sort,level,unlock_show_type,unlock_show_val,unlock_type,unlock_val_01,unlock_val_02,unlock_dec,activate_drawing,artisan_id,artisan_lv,production_artisan_exp,speed_up_energy,make_integral,speed_up_diamond,production_time,material_id,material_num,delete_material_id,delete_material_num,component1_type,component1_id,component1_num,component2_type,component2_id,component2_num,progress1_reward_type,progress1_reward_id,progress1_reward_val,progress1_exp,progress1_dec,progress1_blueprint,progress2_reward_type,progress2_reward_id,progress2_reward_val,progress2_exp,progress2_dec,progress2_blueprint,progress3_reward_type,progress3_reward_id,progress3_reward_val,progress3_exp,progress3_dec,progress3_blueprint,progress4_reward_type,progress4_reward_id,progress4_reward_val,progress4_exp,progress4_dec,progress4_blueprint,progress5_reward_type,progress5_reward_id,progress5_reward_val,progress5_exp,progress5_dec,progress5_blueprint,star1_reward_type,star1_reward_id,star1_reward_val,star1_item_num,star1__dec,star2_reward_type,star2_reward_id,star2_reward_val,star2_item_num,star2__dec,star3_reward_type,star3_reward_id,star3_reward_val,star3_item_num,star3__dec
v:number,v:string,v:string,v:string,v:string,v:string,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:string,v:number,list:number,list:number,v:number,v:number,v:number,v:number,v:number,list:number,list:number,list:number,list:number,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:string
装备ID,装备类别名称,图集,大图标url,UI对应图标,货架对应图标,大类别,小类别,装备说明,序号,等级,前端显示解锁条件类型:1-获得指定员工解锁，2-制作指定装备达到X数量解锁，3-宝箱获得，4-转盘获得，5-七日目标完成获得，6-礼包获得,前端显示解锁条件,解锁类型:1-获得指定员工解锁，2-制作指定装备达到X数量解锁，3-通过获得图纸解锁,解锁条件1,解锁条件2,解锁说明文字,激活消耗图纸数量,所需员工ID,所需员工等级,制造工匠获得经验,加速能量与时间兑换比例1能量=X秒(改为总消耗能量),巧匠大赛积分,加速消耗钻石(已废弃，改用公式计算),制作时间-秒,消耗材料ID,消耗材料数量,删除返回材料ID,删除返回材料数量,消耗配件1类型,消耗配件1id,消耗配件1数量,消耗配件2类型,消耗配件2id,消耗配件2数量,物品进度1奖励_类型,物品进度1奖励_id,物品进度1奖励_效果值,物品进度1_制作数量,物品进度1_文字说明,物品进度1_奖励图纸数量,物品进度2奖励_类型,物品进度2奖励_id,物品进度2奖励_效果值,物品进度2_制作数量,物品进度2_文字说明,物品进度2_奖励图纸数量,物品进度3奖励_类型,物品进度3奖励_id,物品进度3奖励_效果值,物品进度3_制作数量,物品进度3_文字说明,物品进度3_奖励图纸数量,物品进度4奖励_类型,物品进度4奖励_id,物品进度4奖励_效果值,物品进度4_制作数量,物品进度4_文字说明,物品进度4_奖励图纸数量,物品进度5奖励_类型,物品进度5奖励_id,物品进度5奖励_效果值,物品进度5_制作数量,物品进度5_文字说明,物品进度5_奖励图纸数量,升星1奖励_类型,升星1奖励_id,升星1奖励_效果值（触发概率=X/10000）,升星1_需要材料数量,升星1_文字说明,升星2奖励_类型,升星2奖励_id,升星2奖励_效果值（触发概率=X/10000）,升星2_需要材料数量,升星2_文字说明,升星3奖励_类型,升星3奖励_id,升星3奖励_效果值（触发概率=X/10000）,升星3_需要材料数量,升星3_文字说明
13090,遗迹骑士头盔,Equip_Icon01_atlas,icon_13090,icon_13090,icon_13090,2,12,有些斑驳的头盔，据说上面携带着远古骑士的美德,9,8,2,13080,2,13080,44,制作最终武士头盔达到X44可解锁,35,1:7,21:17,593,860,771,12,14400,20001:20005:20010,199:51:7,20001:20005:20010,19:5:1,2,30016,6,,,,4,0,25,11,制作耗时,1,1,20001,40,28,资源节省,1,7,13110,1,50,解锁图纸,1,5,0,125,80,售价提升,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,80,双倍快乐|有几率制作暴击X2件,3,0,2,160,超凡制作|有几率制作出超凡装备
13110,帝国头盔,Equip_Icon02_atlas,icon_13110,icon_13110,icon_13110,2,12,帝国制式头盔,11,9,2,13090,2,13090,50,制作遗迹骑士头盔达到X50可解锁,45,1:7,24:20,758,1065,1224,12,18600,20001:20005:20010,244:67:13,20001:20005:20010,24:6:1,2,30020,4,2,30018,6,4,0,25,10,制作耗时,1,1,20001,49,26,资源节省,1,7,13120,1,46,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,90,双倍快乐|有几率制作暴击X2件,3,0,2,180,超凡制作|有几率制作出超凡装备
13120,末世黎明动力头盔,Equip_Icon02_atlas,equip_toukui,equip_toukui,equip_toukui,2,12,厚重的外表下，是机器动力的结晶，能够提供不俗的动力支持,12,10,2,13110,2,13110,46,制作帝国头盔达到X46可解锁,45,1:7,27:23,953,2335,1909,12,31800,20001:20005:20010,290:82:22,20001:20005:20010,29:8:2,2,30022,5,2,30015,5,4,0,20,10,制作耗时,1,1,20001,58,26,资源节省,1,5,0,125,46,售价提升,1,1,20005,16,70,资源节省,1,8,0,2,110,高品质概率,1,1,0,1000,50,成本回溯|有几率返还100%材料,2,0,500,100,双倍快乐|有几率制作暴击X2件,3,0,2,200,超凡制作|有几率制作出超凡装备
13140,南瓜头盔,Equip_Icon02_atlas,icon_13140,icon_13140,icon_13140,2,12,把头盔扔出去，丧尸就不会来追你了,14,4,4,-1,3,173140,1,通过参与活动获得,0,1,6,71,165,35,12,600,20001,35,20001,3,2,30004,4,2,30051,4,5,0,125,7,售价提升,1,4,0,25,18,制作耗时,1,2,30004,1,40,节约配件,1,1,20001,5,50,资源节省,1,8,0,2,80,高品质概率,1,1,0,1000,20,成本回溯|有几率返还100%材料,2,0,500,40,双倍快乐|有几率制作暴击X2件,3,0,2,80,超凡制作|有几率制作出超凡装备
13060,橄榄球选手头盔,Equip_Icon01_atlas,icon_13060,icon_13060,icon_13060,2,12,橄榄球手专用，能够保护脑袋受到伤害,6,5,3,3,3,173060,1,开启保险柜获得,0,1:7,11:1,188,335,119,13,1740,20001:20005,60:12,20001:20005,6:1,2,30008,4,,,,4,0,25,9,制作耗时,1,1,20001,12,22,资源节省,1,5,0,125,40,售价提升,1,1,20001,6,60,资源节省,1,8,0,2,95,高品质概率,1,1,0,1000,25,成本回溯|有几率返还100%材料,2,0,500,50,双倍快乐|有几率制作暴击X2件,3,0,2,100,超凡制作|有几率制作出超凡装备
13130,玩家一号头盔,Equip_Icon01_atlas,icon_13130,icon_13130,icon_13130,2,12,戴上它你能进入一个全新的世界,13,6,6,-1,3,173130,,通过购买礼包获得,0,1:7,15:11,361,605,280,12,4290,20001:20005,128:33,20001:20005,12:3,2,30011,5,2,30006,7,4,0,25,9,制作耗时,1,1,20001,20,25,资源节省,1,2,30009,2,40,节约配件,1,5,0,125,60,售价提升,1,8,0,2,95,高品质概率,1,1,0,1000,30,成本回溯|有几率返还100%材料,2,0,500,60,双倍快乐|有几率制作暴击X2件,3,0,2,120,超凡制作|有几率制作出超凡装备
13150,重型南瓜盔,Equip_Icon02_atlas,icon_13150,icon_13150,icon_13150,2,12,这里的味道真是好极了,15,7,4,-1,3,173150,1,通过参与活动获得,0,1:7,18:14,443,675,447,12,9000,20001:20005,180:55,20001:20005,18:5,2,30015,6,2,30051,4,4,0,25,10,制作耗时,1,1,20001,31,24,资源节省,1,2,30015,1,45,节约配件,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,35,成本回溯|有几率返还100%材料,2,0,500,70,双倍快乐|有几率制作暴击X2件,3,0,2,140,超凡制作|有几率制作出超凡装备
13100,K6-3头盔,Equip_Icon01_atlas,icon_13100,icon_13100,icon_13100,2,12,站在枪口前，你也伤害不了它,10,8,4,-1,3,173100,1,开启无畏宝箱获得,0,1:7,22:18,645,925,1001,13,17400,20001:20005:20010,214:57:8,20001:20005:20010,21:5:1,2,30015,4,2,30014,4,4,0,25,11,制作耗时,1,1,20001,43,28,资源节省,1,5,0,125,50,售价提升,1,1,20005,11,80,资源节省,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,80,双倍快乐|有几率制作暴击X2件,3,0,2,160,超凡制作|有几率制作出超凡装备
13170,金伯利动力头盔,Equip_Icon02_atlas,icon_13170,icon_13170,icon_13170,2,12,先进的科技，提供最全面的保护,17,8,6,-1,3,173170,1,通过购买礼包获得,0,1:7,23:19,697,988,1095,13,18000,20001:20005:20010,226:62:11,20001:20005:20010,22:6:1,2,30017,6,2,30051,6,4,0,25,11,制作耗时,1,1,20001,46,28,资源节省,1,2,30017,2,50,节约配件,1,5,0,125,80,售价提升,1,8,0,2,125,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,85,双倍快乐|有几率制作暴击X2件,3,0,2,170,超凡制作|有几率制作出超凡装备
14010,棒球帽,Equip_Icon01_atlas,icon_14010,icon_14010,icon_14010,2,13,一顶拥有智慧的帽子,1,1,2,10010,2,10010,10,制作牛仔护甲达到X10可解锁,1,3,1,2,15,1,11,15,20003,5,20003,1,,,,,,,7,14030,1,8,解锁图纸,1,5,0,150,18,售价提升,1,1,20003,1,32,资源节省,1,8,0,2,50,高品质概率,1,8,0,3,80,高品质概率,1,1,0,1000,5,成本回溯|有几率返还100%材料,2,0,500,10,双倍快乐|有几率制作暴击X2件,3,0,2,20,超凡制作|有几率制作出超凡装备
14030,战略通讯器,Equip_Icon01_atlas,icon_14030,icon_14030,icon_14030,2,13,看起来你可以呼叫小弟，其实没啥用,3,2,2,14010,2,14010,8,制作棒球帽达到X8可解锁,2,3,2,7,40,10,13,70,20003,9,20003,1,,,,,,,5,0,150,8,售价提升,1,7,14040,1,20,解锁图纸,1,1,20003,2,36,资源节省,1,8,0,2,55,高品质概率,1,8,0,3,85,高品质概率,1,1,0,1000,10,成本回溯|有几率返还100%材料,2,0,500,20,双倍快乐|有几率制作暴击X2件,3,0,2,40,超凡制作|有几率制作出超凡装备
14040,消防面具,Equip_Icon01_atlas,icon_14040,icon_14040,icon_14040,2,13,简约朴素的面具，不过可以稍微透气防火,4,3,2,14030,2,14030,20,制作战略通讯器达到X20可解锁,3,3,3,29,90,19,13,210,20003,16,20003,1,2,30003,2,,,,5,0,150,7,售价提升,1,4,0,25,18,制作耗时,1,7,14050,1,32,解锁图纸,1,1,20003,3,50,资源节省,1,8,0,2,80,高品质概率,1,1,0,1000,15,成本回溯|有几率返还100%材料,2,0,500,30,双倍快乐|有几率制作暴击X2件,3,0,2,60,超凡制作|有几率制作出超凡装备
14050,荒野行者帽,Equip_Icon01_atlas,icon_14050,icon_14050,icon_14050,2,13,普普通通的帽子，可它的主人却有很多不平凡的经历,5,4,2,14040,2,14040,32,制作消防面具达到X32可解锁,6,3,5,52,135,27,13,380,20001:20003,11:21,20001:20003,1:2,2,30005,2,,,,5,0,125,7,售价提升,1,4,0,25,18,制作耗时,1,7,14060,1,32,解锁图纸,1,1,20003,4,50,资源节省,1,8,0,2,80,高品质概率,1,1,0,1000,20,成本回溯|有几率返还100%材料,2,0,500,40,双倍快乐|有几率制作暴击X2件,3,0,2,80,超凡制作|有几率制作出超凡装备
14060,拦路者外面具,Equip_Icon01_atlas,icon_14060,icon_14060,icon_14060,2,13,嚣张的外形，戴上它后内心会有不断地鼓励你去抢劫,6,5,2,14050,2,14050,32,制作荒野行者帽达到X32可解锁,10,3,9,122,260,64,13,1050,20003:20007,41:8,20003:20007,4:1,1,14011,1,2,30007,3,4,0,25,8,制作耗时,1,1,20003,8,20,资源节省,1,7,14070,1,36,解锁图纸,1,5,0,125,55,售价提升,1,8,0,2,85,高品质概率,1,1,0,1000,25,成本回溯|有几率返还100%材料,2,0,500,50,双倍快乐|有几率制作暴击X2件,3,0,2,100,超凡制作|有几率制作出超凡装备
14070,朋克面罩,Equip_Icon01_atlas,icon_14070,icon_14070,icon_14070,2,13,有些让人害怕的面罩,7,6,2,14060,2,14060,36,制作拦路者外面具达到X36可解锁,15,3:4,13:1,225,420,173,13,2700,20003:20007,85:21,20003:20007,8:2,2,30010,4,2,30001,4,4,0,25,9,制作耗时,1,1,20003,17,22,资源节省,1,7,14080,1,40,解锁图纸,1,5,0,125,60,售价提升,1,8,0,2,95,高品质概率,1,1,0,1000,30,成本回溯|有几率返还100%材料,2,0,500,60,双倍快乐|有几率制作暴击X2件,3,0,2,120,超凡制作|有几率制作出超凡装备
14080,科技先锋,Equip_Icon01_atlas,icon_14080,icon_14080,icon_14080,2,13,科技感很足面罩，戴上它能够提供多种技术支持,8,7,2,14070,2,14070,40,制作朋克面罩达到X40可解锁,25,3:4,17:13,368,620,379,13,6000,20003:20007,141:36,20003:20007,14:3,2,30014,3,2,30012,3,4,0,25,10,制作耗时,1,1,20003,28,24,资源节省,1,7,14100,1,44,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,35,成本回溯|有几率返还100%材料,2,0,500,70,双倍快乐|有几率制作暴击X2件,3,0,2,140,超凡制作|有几率制作出超凡装备
14100,武装通讯器,Equip_Icon01_atlas,icon_14100,icon_14100,icon_14100,2,13,形似大哥大的通讯器材，重量会压塌你的脖子,10,8,2,14080,2,14080,44,制作科技先锋达到X44可解锁,35,3:4,21:17,540,860,753,13,13800,20003:20004:20009,199:50:5,20003:20004:20009,19:5:1,2,30017,4,2,30013,4,4,0,25,11,制作耗时,1,1,20003,40,28,资源节省,1,7,14110,1,50,解锁图纸,1,5,0,125,80,售价提升,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,80,双倍快乐|有几率制作暴击X2件,3,0,2,160,超凡制作|有几率制作出超凡装备
14110,终结战场,Equip_Icon02_atlas,icon_14110,icon_14110,icon_14110,2,13,强力的器材，据说能给拥有者带来力量,11,9,2,14100,2,14100,50,制作武装通讯器达到X50可解锁,45,3:4,25:21,758,1140,1375,13,20400,20003:20007:20009,259:72:12,20003:20007:20009,25:7:1,1,14071,1,2,30021,4,4,0,25,10,制作耗时,1,1,20003,52,26,资源节省,1,7,14130,1,46,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,90,双倍快乐|有几率制作暴击X2件,3,0,2,180,超凡制作|有几率制作出超凡装备
14130,灵魂收集者的面具,Equip_Icon02_atlas,equip_maozi,equip_maozi,equip_maozi,2,13,空洞的眼窝似乎有一丝丝的白火，据说那是死于非命的人不甘心地呐喊,13,10,2,14110,2,14110,46,制作终结战场达到X46可解锁,45,3:4,27:23,878,2335,1835,13,30600,20003:20007:20009,290:82:17,20003:20007:20009,29:8:1,2,30023,4,2,30019,4,4,0,20,10,制作耗时,1,1,20003,58,26,资源节省,1,5,0,125,46,售价提升,1,1,20007,16,70,资源节省,1,8,0,2,110,高品质概率,1,1,0,1000,50,成本回溯|有几率返还100%材料,2,0,500,100,双倍快乐|有几率制作暴击X2件,3,0,2,200,超凡制作|有几率制作出超凡装备
14020,御寒棉帽,Equip_Icon01_atlas,icon_14020,icon_14020,icon_14020,2,13,拥有一定防御力的面罩，戴上之后你会觉得很酷,2,1,3,1,3,174020,1,开启沉重行李箱获得,0,3,2,7,40,11,12,70,20003:20004,9:4,20003:20004,1:1,,,,,,,5,0,125,8,售价提升,1,1,20003,2,20,资源节省,1,1,20004,2,36,资源节省,1,8,0,2,55,高品质概率,1,8,0,3,85,高品质概率,1,1,0,1000,5,成本回溯|有几率返还100%材料,2,0,500,10,双倍快乐|有几率制作暴击X2件,3,0,2,20,超凡制作|有几率制作出超凡装备
14140,海盗眼罩,Equip_Icon01_atlas,icon_14140,icon_14140,icon_14140,2,13,海盗同款眼罩，戴上它，敌人可能不敢攻击你,14,3,6,-1,3,174140,1,通过参与活动获得,0,3,4,38,117,30,13,273,20003,21,20003,2,2,30003,3,,,,5,0,150,8,售价提升,1,4,0,25,20,制作耗时,1,2,30003,1,36,节约配件,1,1,20003,5,55,资源节省,1,8,0,2,85,高品质概率,1,1,0,1000,15,成本回溯|有几率返还100%材料,2,0,500,30,双倍快乐|有几率制作暴击X2件,3,0,2,60,超凡制作|有几率制作出超凡装备
14150,绿色礼帽,Equip_Icon02_atlas,icon_14150,icon_14150,icon_14150,2,13,只一顶帽子而已，没有其他意思,15,4,4,-1,3,174150,1,通过参与活动获得,0,3,5,52,135,27,13,500,20001:20003,20:25,20001:20003,2:2,2,30005,2,,,,5,0,125,7,售价提升,1,4,0,25,18,制作耗时,1,2,30005,1,36,节约配件,1,1,20003,4,50,资源节省,1,8,0,2,80,高品质概率,1,1,0,1000,20,成本回溯|有几率返还100%材料,2,0,500,40,双倍快乐|有几率制作暴击X2件,3,0,2,80,超凡制作|有几率制作出超凡装备
14160,盛宴礼帽,Equip_Icon02_atlas,icon_14160,icon_14160,icon_14160,2,13,戴上它参加晚宴，一定会是全场的焦点,16,6,4,-1,3,174160,1,通过参与活动获得,0,3:4,13:1,225,420,173,13,3500,20003:20007,95:35,20003:20007,9:3:1,2,30010,4,2,30001,4,4,0,25,9,制作耗时,1,1,20003,17,22,资源节省,1,1,20007,8,44,资源节省,1,5,0,125,60,售价提升,1,8,0,2,95,高品质概率,1,1,0,1000,30,成本回溯|有几率返还100%材料,2,0,500,60,双倍快乐|有几率制作暴击X2件,3,0,2,120,超凡制作|有几率制作出超凡装备
14090,神探贝雷帽,Equip_Icon01_atlas,icon_14090,icon_14090,icon_14090,2,13,帅气的贝雷帽，俊男美女的专属,9,7,3,5,3,174090,1,开启胜利宝箱获得,0,3:4,18:14,405,675,502,12,6600,20003:20007,155:39,20003:20007,15:3,1,14061,1,2,30014,4,4,0,25,10,制作耗时,1,1,20003,31,24,资源节省,1,5,0,125,44,售价提升,1,1,20007,8,70,资源节省,1,8,0,2,110,高品质概率,1,1,0,1000,35,成本回溯|有几率返还100%材料,2,0,500,70,双倍快乐|有几率制作暴击X2件,3,0,2,140,超凡制作|有几率制作出超凡装备
14170,恐怖面罩,Equip_Icon02_atlas,icon_14170,icon_14170,icon_14170,2,13,可不能带着去晚宴，客人都会被吓跑的,17,8,4,-1,3,174170,1,通过参与活动获得,0,3:4,21:17,540,860,753,13,15000,20003:20004:20009,215:65:12,20003:20004:20009,21:6:1,2,30017,4,2,30013,4,4,0,25,11,制作耗时,1,1,20003,40,28,资源节省,1,1,20004,12,50,资源节省,1,5,0,125,80,售价提升,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,80,双倍快乐|有几率制作暴击X2件,3,0,2,160,超凡制作|有几率制作出超凡装备
14120,隔离头盔,Equip_Icon02_atlas,icon_14120,icon_14120,icon_14120,2,13,生化武器的噩梦，能够保护拥有者免遭感染,12,9,4,-1,3,174120,1,开启合金宝箱获得,0,3:4,26:22,818,1220,1777,12,21600,20003:20007:20009,275:77:14,20003:20007:20009,27:7:1,1,3072,1,2,30021,3,4,0,25,10,制作耗时,1,1,20003,55,26,资源节省,1,5,0,125,46,售价提升,1,1,20007,15,70,资源节省,1,8,0,2,110,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,90,双倍快乐|有几率制作暴击X2件,3,0,2,180,超凡制作|有几率制作出超凡装备
14180,杀戮忍者面罩,Equip_Icon02_atlas,icon_14180,icon_14180,icon_14180,2,13,生化武器的噩梦，能够保护拥有者免遭感染,18,9,4,-1,3,174180,1,通过参与活动获得,0,3:4,26:22,818,1220,1777,12,23500,20003:20007:20009,300:101:20,20003:20007:20009,30:10:2,1,3072,1,2,30021,3,4,0,25,10,制作耗时,1,1,20003,55,26,资源节省,1,5,0,125,46,售价提升,1,1,20007,15,70,资源节省,1,8,0,2,110,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,90,双倍快乐|有几率制作暴击X2件,3,0,2,180,超凡制作|有几率制作出超凡装备
14200,凛冬狩猎帽,Equip_Icon02_atlas,icon_14200,icon_14200,icon_14200,2,13,可以掩盖住气味吸引猎物，适用于冬季狩猎,20,7,4,-1,3,174200,1,通过参与制作大赛活动获得,0,3:4,19:15,500,720,635,,9900,20003:20007,185:45,20003:20007,18:4,2,30012,6,2,30014,4,4,0,25,10,制作耗时,1,1,20003,38,24,资源节省,1,2,30012,2,44,节约配件,1,5,0,125,80,售价提升,1,8,0,2,125,高品质概率,1,1,0,1000,35,成本回溯|有几率返还100%材料,2,0,500,70,双倍快乐|有几率制作暴击X2件,3,0,2,140,超凡制作|有几率制作出超凡装备
15010,牛仔裤,Equip_Icon01_atlas,icon_15010,icon_15010,icon_15010,2,14,荒野的独行者最喜爱的裤子，保暖防晒,1,1,1,3,1,3,1,获得工人琳后解锁,0,3,1,2,15,1,11,15,20003,5,20003,1,,,,,,,7,16010,1,8,解锁图纸,1,7,15020,1,18,解锁图纸,1,5,0,150,32,售价提升,1,8,0,2,50,高品质概率,1,8,0,3,80,高品质概率,1,1,0,1000,5,成本回溯|有几率返还100%材料,2,0,500,10,双倍快乐|有几率制作暴击X2件,3,0,2,20,超凡制作|有几率制作出超凡装备
15020,警用裤,Equip_Icon01_atlas,icon_15020,icon_15020,icon_15020,2,14,对膝盖有特别防御的铠甲,2,2,2,15010,2,15010,18,制作牛仔裤达到X18可解锁,1,3,2,13,55,13,12,100,20003,12,20003,1,2,30001,1,,,,5,0,150,8,售价提升,1,7,15030,1,20,解锁图纸,1,1,20003,2,36,资源节省,1,8,0,2,55,高品质概率,1,8,0,3,85,高品质概率,1,1,0,1000,10,成本回溯|有几率返还100%材料,2,0,500,20,双倍快乐|有几率制作暴击X2件,3,0,2,40,超凡制作|有几率制作出超凡装备
15030,蒸汽朋克裤,Equip_Icon01_atlas,icon_15030,icon_15030,icon_15030,2,14,有些斑驳的裤子，透露着它主人不甘于平凡的内心,3,3,2,15020,2,15020,20,制作警用裤达到X20可解锁,3,3,3,40,110,21,12,290,20003:20001,17:9,20003:20001,1:1,2,30002,3,,,,5,0,150,6,售价提升,1,4,0,25,16,制作耗时,1,7,15050,1,28,解锁图纸,1,1,20003,3,45,资源节省,1,8,0,2,70,高品质概率,1,1,0,1000,15,成本回溯|有几率返还100%材料,2,0,500,30,双倍快乐|有几率制作暴击X2件,3,0,2,60,超凡制作|有几率制作出超凡装备
15050,先锋裤甲,Equip_Icon01_atlas,icon_15050,icon_15050,icon_15050,2,14,酷炫的外形，强力的保护,5,4,2,15030,2,15030,28,制作蒸汽朋克裤达到X28可解锁,7,3,7,84,190,42,12,590,20003:20001,30:15,20003:20001,3:1,1,15011,1,2,30004,3,5,0,125,7,售价提升,1,4,0,25,18,制作耗时,1,7,15060,1,32,解锁图纸,1,1,20003,5,50,资源节省,1,8,0,2,80,高品质概率,1,1,0,1000,20,成本回溯|有几率返还100%材料,2,0,500,40,双倍快乐|有几率制作暴击X2件,3,0,2,80,超凡制作|有几率制作出超凡装备
15060,海洋裤甲,Equip_Icon01_atlas,icon_15060,icon_15060,icon_15060,2,14,蔚蓝的颜色，防水能力也很强,6,5,2,15050,2,15050,32,制作先锋裤甲达到X32可解锁,10,3:5,11:1,173,335,106,12,1680,20003:20007,60:12,20003:20007,4:1,2,30008,4,,,,4,0,25,8,制作耗时,1,1,20003,10,20,资源节省,1,7,15070,1,36,解锁图纸,1,5,0,125,55,售价提升,1,8,0,2,85,高品质概率,1,1,0,1000,25,成本回溯|有几率返还100%材料,2,0,500,50,双倍快乐|有几率制作暴击X2件,3,0,2,100,超凡制作|有几率制作出超凡装备
15070,岩石裤甲,Equip_Icon01_atlas,icon_15070,icon_15070,icon_15070,2,14,岩石裤甲，厚重敦实,7,6,2,15060,2,15060,36,制作海洋裤甲达到X36可解锁,15,3:5,14:10,263,465,349,12,3300,20003:20004:20007,99:25:25,20003:20004:20007,9:2:2,2,30011,3,2,30006,2,4,0,25,9,制作耗时,1,1,20003,17,22,资源节省,1,7,15090,1,40,解锁图纸,1,5,0,125,60,售价提升,1,8,0,2,95,高品质概率,1,1,0,1000,30,成本回溯|有几率返还100%材料,2,0,500,60,双倍快乐|有几率制作暴击X2件,3,0,2,120,超凡制作|有几率制作出超凡装备
15090,恶灵裤甲,Equip_Icon01_atlas,icon_15090,icon_15090,icon_15090,2,14,看上去有些古老的裤甲，穿上后似乎能听到不甘心地抱怨,9,7,2,15070,2,15070,40,制作岩石裤甲达到X40可解锁,25,3:5,17:13,375,620,622,12,6000,20003:20004:20007,141:70:36,20003:20004:20007,14:7:3,2,30015,4,,,,4,0,25,10,制作耗时,1,1,20003,28,24,资源节省,1,7,15100,1,44,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,35,成本回溯|有几率返还100%材料,2,0,500,70,双倍快乐|有几率制作暴击X2件,3,0,2,140,超凡制作|有几率制作出超凡装备
15100,特种部队裤甲,Equip_Icon01_atlas,icon_15100,icon_15100,icon_15100,2,14,特种部队专供裤甲，强大的防御力,10,8,2,15090,2,15090,44,制作恶灵裤甲达到X44可解锁,35,3:5,22:18,608,925,896,12,16800,20003:20007:20009,214:57:8,20003:20007:20009,21:5:1,2,30016,5,2,30010,4,4,0,25,11,制作耗时,1,1,20003,40,28,资源节省,1,7,15110,1,50,解锁图纸,1,5,0,125,80,售价提升,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,80,双倍快乐|有几率制作暴击X2件,3,0,2,160,超凡制作|有几率制作出超凡装备
15110,猎空裤甲,Equip_Icon02_atlas,icon_15110,icon_15110,icon_15110,2,14,天空部队的专属裤甲，防御力不错的同时行动也很方便,11,9,2,15100,2,15100,50,制作特种部队裤甲达到X50可解锁,45,3:5,24:20,713,1065,1224,12,18000,20003:20007:20009,244:67:13,20003:20007:20009,24:6:1,2,30019,4,2,30016,4,4,0,25,10,制作耗时,1,1,20003,49,26,资源节省,1,7,15120,1,46,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,90,双倍快乐|有几率制作暴击X2件,3,0,2,180,超凡制作|有几率制作出超凡装备
15120,绅士裤甲,Equip_Icon02_atlas,equip_kuzi,equip_kuzi,equip_kuzi,2,14,绅士专属，修长的外形不会丝毫影响防御力的强大,12,10,2,15110,2,15110,46,制作猎空裤甲达到X46可解锁,45,3:5,27:23,900,2335,1909,12,31200,20003:20007:20009,290:82:22,20003:20007:20009,29:8:2,2,30022,5,2,30017,4,4,0,20,10,制作耗时,1,1,20003,58,26,资源节省,1,5,0,125,46,售价提升,1,1,20007,16,70,资源节省,1,8,0,2,110,高品质概率,1,1,0,1000,50,成本回溯|有几率返还100%材料,2,0,500,100,双倍快乐|有几率制作暴击X2件,3,0,2,200,超凡制作|有几率制作出超凡装备
15040,医疗兵裤,Equip_Icon01_atlas,icon_15040,icon_15040,icon_15040,2,14,医疗兵专属，据说能提高一定的医疗能力,4,3,3,2,3,175040,1,开启军用补给箱获得,0,3,4,42,115,40,12,295,20003:20004,17:10,20003:20004,1:1,2,30001,4,,,,5,0,150,7,售价提升,1,4,0,25,18,制作耗时,1,1,20003,3,32,资源节省,1,1,20004,2,70,资源节省,1,8,0,2,100,高品质概率,1,1,0,1000,15,成本回溯|有几率返还100%材料,2,0,500,30,双倍快乐|有几率制作暴击X2件,3,0,2,60,超凡制作|有几率制作出超凡装备
