id,equipment_id,equipment_name,type,sort,sort_name,level,slot1_data,slot2_data,slot3_data,slot4_data,slot5_data,slot6_data,slot7_data,slot8_data,slot9_data,slot10_data,slot11_data,slot12_data
2120,2070,警棍,2,2,icon_2070,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2121,2080,战锤,2,2,icon_2080,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2122,2080,战锤,2,2,icon_2080,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2123,2080,战锤,2,2,icon_2080,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2124,2090,页锤,2,2,icon_2090,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2125,2090,页锤,2,2,icon_2090,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2126,2090,页锤,2,2,icon_2090,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2127,2160,平底锅,2,2,icon_2160,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2128,2160,平底锅,2,2,icon_2160,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2129,2160,平底锅,2,2,icon_2160,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2130,2150,工兵铲,2,2,icon_2150,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2131,2150,工兵铲,2,2,icon_2150,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2132,2150,工兵铲,2,2,icon_2150,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2133,2100,电击棍,2,2,icon_2100,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2134,2100,电击棍,2,2,icon_2100,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2135,2100,电击棍,2,2,icon_2100,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2136,2110,碎骨锤,2,2,icon_2110,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2137,2110,碎骨锤,2,2,icon_2110,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2138,2110,碎骨锤,2,2,icon_2110,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2139,2120,雷神锤,2,2,icon_2120,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2140,2120,雷神锤,2,2,icon_2120,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2141,2120,雷神锤,2,2,icon_2120,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2142,2180,折凳,2,2,icon_2180,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2143,2180,折凳,2,2,icon_2180,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2144,2180,折凳,2,2,icon_2180,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2200,3010,简易弓,2,3,icon_3010,1,0.32:0.068:0.724:200,0.32:0.276:0.786:200,0.32:0.474:0.906:200,,,,,,,,,
2201,3010,简易弓,2,3,icon_3010,2,0.32:0.354:0.697:15,0.32:0.483:0.753:15,0.32:0.619:0.8140001:15,,0.32:0.354:1.156:15,0.32:0.483:1.213:15,0.32:0.619:1.273:15,,,,,
2202,3010,简易弓,2,3,icon_3010,3,0.32:0.371:0.6919999:15,0.32:0.555:0.7819997:15,0.32:0.766:0.884:15,,0.32:0.371:1.115:15,0.32:0.555:1.205:15,0.32:0.766:1.307:15,,0.32:0.371:1.572:15,0.32:0.555:1.654:15,0.32:0.766:1.764:15,0.32:0.2309999:0.898:15
2203,3020,专家复合弓,2,3,icon_3020,1,0.32:0.068:0.724:200,0.32:0.276:0.786:200,0.32:0.474:0.906:200,,,,,,,,,
2204,3020,专家复合弓,2,3,icon_3020,2,0.32:0.354:0.697:15,0.32:0.483:0.753:15,0.32:0.619:0.8140001:15,,0.32:0.354:1.156:15,0.32:0.483:1.213:15,0.32:0.619:1.273:15,,,,,
2205,3020,专家复合弓,2,3,icon_3020,3,0.32:0.371:0.6919999:15,0.32:0.555:0.7819997:15,0.32:0.766:0.884:15,,0.32:0.371:1.115:15,0.32:0.555:1.205:15,0.32:0.766:1.307:15,,0.32:0.371:1.572:15,0.32:0.555:1.654:15,0.32:0.766:1.764:15,0.32:0.2309999:0.898:15
2206,3030,竞技用反曲弓,2,3,icon_3030,1,0.32:0.068:0.724:200,0.32:0.276:0.786:200,0.32:0.474:0.906:200,,,,,,,,,
2207,3030,竞技用反曲弓,2,3,icon_3030,2,0.32:0.354:0.697:15,0.32:0.483:0.753:15,0.32:0.619:0.8140001:15,,0.32:0.354:1.156:15,0.32:0.483:1.213:15,0.32:0.619:1.273:15,,,,,
2208,3030,竞技用反曲弓,2,3,icon_3030,3,0.32:0.371:0.6919999:15,0.32:0.555:0.7819997:15,0.32:0.766:0.884:15,,0.32:0.371:1.115:15,0.32:0.555:1.205:15,0.32:0.766:1.307:15,,0.32:0.371:1.572:15,0.32:0.555:1.654:15,0.32:0.766:1.764:15,0.32:0.2309999:0.898:15
2209,3040,碳素蜘蛛弓,2,3,icon_3040,1,0.32:0.068:0.724:200,0.32:0.276:0.786:200,0.32:0.474:0.906:200,,,,,,,,,
2210,3040,碳素蜘蛛弓,2,3,icon_3040,2,0.32:0.354:0.697:15,0.32:0.483:0.753:15,0.32:0.619:0.8140001:15,,0.32:0.354:1.156:15,0.32:0.483:1.213:15,0.32:0.619:1.273:15,,,,,
2211,3040,碳素蜘蛛弓,2,3,icon_3040,3,0.32:0.371:0.6919999:15,0.32:0.555:0.7819997:15,0.32:0.766:0.884:15,,0.32:0.371:1.115:15,0.32:0.555:1.205:15,0.32:0.766:1.307:15,,0.32:0.371:1.572:15,0.32:0.555:1.654:15,0.32:0.766:1.764:15,0.32:0.2309999:0.898:15
2212,3050,夜视复合弓,2,3,icon_3050,1,0.32:0.068:0.724:200,0.32:0.276:0.786:200,0.32:0.474:0.906:200,,,,,,,,,
2213,3050,夜视复合弓,2,3,icon_3050,2,0.32:0.354:0.697:15,0.32:0.483:0.753:15,0.32:0.619:0.8140001:15,,0.32:0.354:1.156:15,0.32:0.483:1.213:15,0.32:0.619:1.273:15,,,,,
2214,3050,夜视复合弓,2,3,icon_3050,3,0.32:0.371:0.6919999:15,0.32:0.555:0.7819997:15,0.32:0.766:0.884:15,,0.32:0.371:1.115:15,0.32:0.555:1.205:15,0.32:0.766:1.307:15,,0.32:0.371:1.572:15,0.32:0.555:1.654:15,0.32:0.766:1.764:15,0.32:0.2309999:0.898:15
2215,3060,散射合金弓,2,3,icon_3060,1,0.32:0.068:0.724:200,0.32:0.276:0.786:200,0.32:0.474:0.906:200,,,,,,,,,
2216,3060,散射合金弓,2,3,icon_3060,2,0.32:0.354:0.697:15,0.32:0.483:0.753:15,0.32:0.619:0.8140001:15,,0.32:0.354:1.156:15,0.32:0.483:1.213:15,0.32:0.619:1.273:15,,,,,
2217,3060,散射合金弓,2,3,icon_3060,3,0.32:0.371:0.6919999:15,0.32:0.555:0.7819997:15,0.32:0.766:0.884:15,,0.32:0.371:1.115:15,0.32:0.555:1.205:15,0.32:0.766:1.307:15,,0.32:0.371:1.572:15,0.32:0.555:1.654:15,0.32:0.766:1.764:15,0.32:0.2309999:0.898:15
2218,3070,切割者圆锯弓,2,3,icon_3070,1,0.32:0.068:0.724:260,0.32:0.276:0.786:260,0.32:0.474:0.906:260,,,,,,,,,
2219,3070,切割者圆锯弓,2,3,icon_3070,2,0.32:0.354:0.697:15,0.32:0.483:0.753:15,0.32:0.619:0.8140001:15,,0.32:0.354:1.156:15,0.32:0.483:1.213:15,0.32:0.619:1.273:15,,,,,
2220,3070,切割者圆锯弓,2,3,icon_3070,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2221,3080,毒瓶弓,2,3,icon_3080,1,0.32:0.068:0.724:200,0.32:0.276:0.786:200,0.32:0.474:0.906:200,,,,,,,,,
2222,3080,毒瓶弓,2,3,icon_3080,2,0.32:0.354:0.697:15,0.32:0.483:0.753:15,0.32:0.619:0.8140001:15,,0.32:0.354:1.156:15,0.32:0.483:1.213:15,0.32:0.619:1.273:15,,,,,
2223,3080,毒瓶弓,2,3,icon_3080,3,0.32:0.371:0.6919999:15,0.32:0.555:0.7819997:15,0.32:0.766:0.884:15,,0.32:0.371:1.115:15,0.32:0.555:1.205:15,0.32:0.766:1.307:15,,0.32:0.371:1.572:15,0.32:0.555:1.654:15,0.32:0.766:1.764:15,0.32:0.2309999:0.898:15
2224,3090,穿墙者爆破弓,2,3,icon_3090,1,0.32:0.068:0.724:200,0.32:0.276:0.786:200,0.32:0.474:0.906:200,,,,,,,,,
2225,3090,穿墙者爆破弓,2,3,icon_3090,2,0.32:0.354:0.697:15,0.32:0.483:0.753:15,0.32:0.619:0.8140001:15,,0.32:0.354:1.156:15,0.32:0.483:1.213:15,0.32:0.619:1.273:15,,,,,
2226,3090,穿墙者爆破弓,2,3,icon_3090,3,0.32:0.371:0.6919999:15,0.32:0.555:0.7819997:15,0.32:0.766:0.884:15,,0.32:0.371:1.115:15,0.32:0.555:1.205:15,0.32:0.766:1.307:15,,0.32:0.371:1.572:15,0.32:0.555:1.654:15,0.32:0.766:1.764:15,0.32:0.2309999:0.898:15
2227,3130,高压弹力弓,2,3,icon_3130,1,0.32:0.068:0.724:200,0.32:0.276:0.786:200,0.32:0.474:0.906:200,,,,,,,,,
2228,3130,高压弹力弓,2,3,icon_3130,2,0.32:0.354:0.697:15,0.32:0.483:0.753:15,0.32:0.619:0.8140001:15,,0.32:0.354:1.156:15,0.32:0.483:1.213:15,0.32:0.619:1.273:15,,,,,
2229,3130,高压弹力弓,2,3,icon_3130,3,0.32:0.371:0.6919999:15,0.32:0.555:0.7819997:15,0.32:0.766:0.884:15,,0.32:0.371:1.115:15,0.32:0.555:1.205:15,0.32:0.766:1.307:15,,0.32:0.371:1.572:15,0.32:0.555:1.654:15,0.32:0.766:1.764:15,0.32:0.2309999:0.898:15
2230,3100,电网发射弓,2,3,icon_3100,1,0.32:0.068:0.724:200,0.32:0.276:0.786:200,0.32:0.474:0.906:200,,,,,,,,,
2231,3100,电网发射弓,2,3,icon_3100,2,0.32:0.354:0.697:15,0.32:0.483:0.753:15,0.32:0.619:0.8140001:15,,0.32:0.354:1.156:15,0.32:0.483:1.213:15,0.32:0.619:1.273:15,,,,,
2232,3100,电网发射弓,2,3,icon_3100,3,0.32:0.371:0.6919999:15,0.32:0.555:0.7819997:15,0.32:0.766:0.884:15,,0.32:0.371:1.115:15,0.32:0.555:1.205:15,0.32:0.766:1.307:15,,0.32:0.371:1.572:15,0.32:0.555:1.654:15,0.32:0.766:1.764:15,0.32:0.2309999:0.898:15
2233,3110,响尾蛇热感弓,2,3,icon_3110,1,0.32:0.068:0.724:200,0.32:0.276:0.786:200,0.32:0.474:0.906:200,,,,,,,,,
2234,3110,响尾蛇热感弓,2,3,icon_3110,2,0.32:0.354:0.697:15,0.32:0.483:0.753:15,0.32:0.619:0.8140001:15,,0.32:0.354:1.156:15,0.32:0.483:1.213:15,0.32:0.619:1.273:15,,,,,
2235,3110,响尾蛇热感弓,2,3,icon_3110,3,0.32:0.371:0.6919999:15,0.32:0.555:0.7819997:15,0.32:0.766:0.884:15,,0.32:0.371:1.115:15,0.32:0.555:1.205:15,0.32:0.766:1.307:15,,0.32:0.371:1.572:15,0.32:0.555:1.654:15,0.32:0.766:1.764:15,0.32:0.2309999:0.898:15
2236,3140,金伯利十字弩,2,3,icon_3140,1,0.32:0.068:0.724:200,0.32:0.276:0.786:200,0.32:0.474:0.906:200,,,,,,,,,
2237,3140,金伯利十字弩,2,3,icon_3140,2,0.32:0.354:0.697:15,0.32:0.483:0.753:15,0.32:0.619:0.8140001:15,,0.32:0.354:1.156:15,0.32:0.483:1.213:15,0.32:0.619:1.273:15,,,,,
2238,3140,金伯利十字弩,2,3,icon_3140,3,0.32:0.371:0.6919999:15,0.32:0.555:0.7819997:15,0.32:0.766:0.884:15,,0.32:0.371:1.115:15,0.32:0.555:1.205:15,0.32:0.766:1.307:15,,0.32:0.371:1.572:15,0.32:0.555:1.654:15,0.32:0.766:1.764:15,0.32:0.2309999:0.898:15
3100,11030,先锋战甲,3,9,icon_10010,1,,0.3:0.083:0.758:356,,,,,,,,,,
3101,11030,先锋战甲,3,9,icon_10010,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3102,11030,先锋战甲,3,9,icon_10010,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3103,10050,海洋呼吸战甲,3,9,icon_10020,1,,0.3:0.083:0.758:356,,,,,,,,,,
3104,10050,海洋呼吸战甲,3,9,icon_10020,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3105,10050,海洋呼吸战甲,3,9,icon_10020,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3106,10070,岩石战甲,3,9,icon_10030,1,,0.3:0.083:0.758:356,,,,,,,,,,
3107,10070,岩石战甲,3,9,icon_10030,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3108,10070,岩石战甲,3,9,icon_10030,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3109,12050,武装战甲,3,9,icon_10040,1,,0.3:0.083:0.758:356,,,,,,,,,,
3110,12050,武装战甲,3,9,icon_10040,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3111,12050,武装战甲,3,9,icon_10040,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3112,12070,恶灵战甲,3,9,icon_10050,1,,0.3:0.083:0.758:356,,,,,,,,,,
3113,12070,恶灵战甲,3,9,icon_10050,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3114,12070,恶灵战甲,3,9,icon_10050,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3115,10060,特种部队战甲,3,9,icon_10060,1,,0.3:0.083:0.758:356,,,,,,,,,,
3116,10060,特种部队战甲,3,9,icon_10060,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3117,10060,特种部队战甲,3,9,icon_10060,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3118,12030,神探战甲,3,9,icon_10070,1,,0.3:0.083:0.758:356,,,,,,,,,,
3119,12030,神探战甲,3,9,icon_10070,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3120,12030,神探战甲,3,9,icon_10070,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3121,10090,裂空护甲,3,9,icon_10090,1,,0.3:0.083:0.758:356,,,,,,,,,,
3122,10090,裂空护甲,3,9,icon_10090,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3123,10090,裂空护甲,3,9,icon_10090,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3124,10110,暗影忍者护甲,3,9,icon_10110,1,,0.3:0.083:0.758:356,,,,,,,,,,
3125,10110,暗影忍者护甲,3,9,icon_10110,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3126,10110,暗影忍者护甲,3,9,icon_10110,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3127,10130,恐怖战甲,3,9,icon_10130,1,,0.3:0.083:0.758:356,,,,,,,,,,
3128,10130,恐怖战甲,3,9,icon_10130,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3129,10130,恐怖战甲,3,9,icon_10130,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3130,12080,黑莲战甲,3,9,icon_10080,1,,0.3:0.083:0.758:356,,,,,,,,,,
3131,12080,黑莲战甲,3,9,icon_10080,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3132,12080,黑莲战甲,3,9,icon_10080,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3133,10150,凛冬狩猎衣,3,9,icon_10150,1,,0.3:0.083:0.758:356,,,,,,,,,,
3134,10150,凛冬狩猎衣,3,9,icon_10150,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3135,10150,凛冬狩猎衣,3,9,icon_10150,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3203,10030,防爆战甲,3,10,icon_11010,1,,0.3:0.083:0.758:356,,,,,,,,,,
3204,10030,防爆战甲,3,10,icon_11010,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3205,10030,防爆战甲,3,10,icon_11010,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3206,10040,猩红战甲,3,10,icon_11020,1,,0.3:0.083:0.758:356,,,,,,,,,,
3207,10040,猩红战甲,3,10,icon_11020,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3208,10040,猩红战甲,3,10,icon_11020,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3209,11140,音速战甲,3,10,icon_11030,1,,0.3:0.083:0.758:356,,,,,,,,,,
3210,11140,音速战甲,3,10,icon_11030,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3211,11140,音速战甲,3,10,icon_11030,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3212,11040,堡垒战甲,3,10,icon_11040,1,,0.3:0.083:0.758:356,,,,,,,,,,
3213,11040,堡垒战甲,3,10,icon_11040,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3214,11040,堡垒战甲,3,10,icon_11040,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3215,11070,骑士战甲,3,10,icon_11050,1,,0.3:0.083:0.758:356,,,,,,,,,,
3216,11070,骑士战甲,3,10,icon_11050,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3217,11070,骑士战甲,3,10,icon_11050,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3218,11080,战神战甲,3,10,icon_11060,1,,0.3:0.083:0.758:356,,,,,,,,,,
3219,11080,战神战甲,3,10,icon_11060,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3220,11080,战神战甲,3,10,icon_11060,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3221,10080,鬼魅战甲,3,10,icon_11070,1,,0.3:0.083:0.758:356,,,,,,,,,,
3222,10080,鬼魅战甲,3,10,icon_11070,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3223,10080,鬼魅战甲,3,10,icon_11070,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3224,11050,背叛者战甲,3,10,icon_11080,1,,0.3:0.083:0.758:356,,,,,,,,,,
3225,11050,背叛者战甲,3,10,icon_11080,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3226,11050,背叛者战甲,3,10,icon_11080,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3227,11060,帝国装甲,3,10,icon_11090,1,,0.3:0.083:0.758:356,,,,,,,,,,
3228,11060,帝国装甲,3,10,icon_11090,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3229,11060,帝国装甲,3,10,icon_11090,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3230,11090,森林守卫装甲,3,10,icon_11100,1,,0.3:0.083:0.758:356,,,,,,,,,,
3231,11090,森林守卫装甲,3,10,icon_11100,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3232,11090,森林守卫装甲,3,10,icon_11100,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3233,11100,遗迹骑士装甲,3,10,icon_11110,1,,0.3:0.083:0.758:356,,,,,,,,,,
3234,11100,遗迹骑士装甲,3,10,icon_11110,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3235,11100,遗迹骑士装甲,3,10,icon_11110,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3236,11170,能量装甲,3,10,icon_11170,1,,0.3:0.083:0.758:356,,,,,,,,,,
3237,11170,能量装甲,3,10,icon_11170,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3238,11170,能量装甲,3,10,icon_11170,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3239,11190,金伯利动力装甲,3,10,icon_11190,1,,0.3:0.083:0.758:356,,,,,,,,,,
3240,11190,金伯利动力装甲,3,10,icon_11190,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3241,11190,金伯利动力装甲,3,10,icon_11190,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3300,12010,短袖,3,11,icon_12010,1,,0.3:0.083:0.758:356,,,,,,,,,,
3301,12010,短袖,3,11,icon_12010,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3302,12010,短袖,3,11,icon_12010,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3303,11010,探险家,3,11,icon_12020,1,,0.3:0.083:0.758:356,,,,,,,,,,
3304,11010,探险家,3,11,icon_12020,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3305,11010,探险家,3,11,icon_12020,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3306,12020,连帽衫,3,11,icon_12030,1,,0.3:0.083:0.758:356,,,,,,,,,,
3307,12020,连帽衫,3,11,icon_12030,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3308,12020,连帽衫,3,11,icon_12030,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3309,10010,牛仔外套,3,11,icon_12040,1,,0.3:0.083:0.758:356,,,,,,,,,,
3310,10010,牛仔外套,3,11,icon_12040,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3311,10010,牛仔外套,3,11,icon_12040,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3312,11020,警用装甲,3,11,icon_12050,1,,0.3:0.083:0.758:356,,,,,,,,,,
3313,11020,警用装甲,3,11,icon_12050,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3314,11020,警用装甲,3,11,icon_12050,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3315,12040,白衣天使,3,11,icon_12060,1,,0.3:0.083:0.758:356,,,,,,,,,,
3316,12040,白衣天使,3,11,icon_12060,2,,0.3:0.054:0.801:356,,,,0.3:0.325:0.92:356,,,,,,
3317,12040,白衣天使,3,11,icon_12060,3,,0.3:0.044:0.814:356,,,,0.3:0.3067:0.933:356,,,,0.3:0.612:1.071:356,,
3318,12060,防弹衣,3,11,icon_12070,1,,0.3:0.083:0.758:356,,,,,,,,,,
