id,sort,name,skill_id,type,quality,entry1_type,entry1_value_type,easy_txt_1,entry1_value,entry2_type,entry2_value_type,easy_txt_2,entry2_value,entry3_type,entry3_value_type,easy_txt_3,entry3_value,entry4_type,entry4_value_type,easy_txt_4,entry4_value,talent_skill_atlas,talent_skill_icon
35258,258,血肉渴望,230229,3,5,3,1,生命<Color=#2ba605>+42%</Color>,42,36,1,便衣属性<Color=#2ba605>+51%</Color>,51,1,1,攻击<Color=#2ba605>+32%</Color>,32,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35259,259,能量置换,230330,3,5,3,1,生命<Color=#2ba605>+43%</Color>,43,38,1,帽子属性<Color=#2ba605>+52%</Color>,52,4,1,韧性<Color=#2ba605>+33%</Color>,33,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35260,260,辐射风暴,230131,3,5,3,1,生命<Color=#2ba605>+44%</Color>,44,39,1,轻装裤属性<Color=#2ba605>+53%</Color>,53,2,1,护甲<Color=#2ba605>+34%</Color>,34,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35261,261,子弹倾泻,230232,3,5,3,1,生命<Color=#2ba605>+45%</Color>,45,41,1,鞋子属性<Color=#2ba605>+54%</Color>,54,6,1,治疗效果<Color=#2ba605>+34%</Color>,34,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35262,262,绝对零度,230333,3,5,3,1,生命<Color=#2ba605>+46%</Color>,46,44,1,工具属性<Color=#2ba605>+55%</Color>,55,7,1,暴击伤害<Color=#2ba605>+36%</Color>,36,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35263,263,多重斩杀,230134,3,5,3,1,生命<Color=#2ba605>+47%</Color>,47,26,1,利刃属性<Color=#2ba605>+53%</Color>,53,10,1,命中<Color=#2ba605>+34%</Color>,34,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35264,264,震荡冲击,230235,3,5,3,1,生命<Color=#2ba605>+48%</Color>,48,29,1,短枪属性<Color=#2ba605>+51%</Color>,51,12,1,闪避<Color=#2ba605>+34%</Color>,34,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35265,265,腐蚀酸雾,230136,3,5,3,1,生命<Color=#2ba605>+49%</Color>,49,33,1,霰弹枪属性<Color=#2ba605>+49%</Color>,49,1,1,攻击<Color=#2ba605>+34%</Color>,34,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35266,266,毁灭者导弹,230237,3,5,3,1,生命<Color=#2ba605>+48%</Color>,48,36,1,便衣属性<Color=#2ba605>+47%</Color>,47,4,1,韧性<Color=#2ba605>+35%</Color>,35,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35267,267,穿甲弹,230338,3,5,3,1,生命<Color=#2ba605>+47%</Color>,47,38,1,帽子属性<Color=#2ba605>+45%</Color>,45,2,1,护甲<Color=#2ba605>+36%</Color>,36,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35268,268,神罚,230139,3,5,3,1,生命<Color=#2ba605>+46%</Color>,46,39,1,轻装裤属性<Color=#2ba605>+43%</Color>,43,6,1,治疗效果<Color=#2ba605>+36%</Color>,36,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35269,269,医疗支援,230312,3,5,3,1,生命<Color=#2ba605>+43%</Color>,43,38,1,帽子属性<Color=#2ba605>+52%</Color>,52,4,1,韧性<Color=#2ba605>+33%</Color>,33,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
