languages_game,languages_CN,languages_TC,languages_EN
购买更多的货架能够提高当前能量上限,购买更多的货架能够提高当前能量上限,購買更多的貨架能夠提高當前能量上限,Buying more shelves can increase the current energy limit
冒险次数：成功完成指定数量的冒险次数；,冒险次数：成功完成指定数量的冒险次数；,冒險次數：成功完成指定數量的冒險次數；,Adventure Times: Complete the specified number of adventures;
贩卖装备：向顾客出售指定数量的装备数。,贩卖装备：向顾客出售指定数量的装备数。,販賣裝備：向顧客出售指定數量的裝備數。,Selling Equipment: Sell a specified number of equipment to customers.
加价出售：向顾客加价贩卖指定次数。,加价出售：向顾客加价贩卖指定次数。,加價出售：向顧客加價販賣指定次數。,Surcharge: Sell at a higher price for a specified number of times.
消耗能量出售商品给顾客，可以获得双倍利润。,消耗能量出售商品给顾客，可以获得双倍利润。,消耗能量出售商品給顧客，可以獲得雙倍利潤。,If you consume energy and sell goods to customers， you can get double profits.
装备兑换：在“商品收购”任务中成功兑换指定次数的装备。,装备兑换：在“商品收购”任务中成功兑换指定次数的装备。,裝備兌換：在「商品收購」任務中成功兌換指定次數的裝備。,Equipment Exchange: Exchange equipment for a specified number of times in the "commodity purchase" task.
英雄等级：指定数量的英雄达到指定等级,英雄等级：指定数量的英雄达到指定等级,英雄等級：指定數量的英雄達到指定等級,Hero Level: The specified number of heroes reaches the specified level
英雄每次成功探索可以获得经验！,英雄每次成功探索可以获得经验！,英雄每次成功探索可以獲得經驗！,Heroes can gain experience every time they successfully explore!
红点散弹枪,红点散弹枪,紅點散彈槍,Red Dot Shotgun
新币10个,新币10个,新幣10個,New Dollars ×10
金条11个,金条11个,金條11個,Gold Bar ×20
图纸碎片12个,图纸碎片12个,圖紙碎片12個,Mystic Shard ×12
铁13个,铁13个,鐵13個,Iron ×13
木14个,木14个,木14個,Wood ×14
皮15个,皮15个,皮15個,Leather ×15
化学药剂16个,化学药剂16个,化學藥劑16個,Chemicals ×16
辐射血液17个,辐射血液17个,輻射血液17個,Radiant Blood ×17
变异骨头18个,变异骨头18个,變異骨頭18個,Variant Bone ×18
工程塑料19个,工程塑料19个,工程塑料19個,E-Plastics ×19
变异树脂20个,变异树脂20个,變異樹脂20個,Variation Rezsin ×20
能量晶体21个,能量晶体21个,能量晶體21個,Energon ×21
单晶矿22个,单晶矿22个,單晶礦22個,Monocrystal×22
稀有结核23个,稀有结核23个,稀有結核23個,Rare Core ×23
补给箱IC卡24个,补给箱IC卡24个,補給箱IC卡24個,Supply Card ×24
密码箱IC卡25个,密码箱IC卡25个,密碼箱IC卡25個,Lockbox Card ×24
保险柜钥匙26个,保险柜IC卡26个,保險櫃IC卡26個,Safe Card ×26
普通转职证书27个,普通转职证书27个,普通轉職證書27個,Ordinary Cert ×27
护卫进阶凭证28个,护卫进阶凭证28个,護衛進階憑證28個,Guard Card ×28
突击手进阶凭证29个,突击手进阶凭证29个,突擊手進階憑證29個,Assault Card ×29
指挥官进阶凭证30个,指挥官进阶凭证30个,指揮官進階憑證30個,Command Card ×30
射手进阶凭证31个,射手进阶凭证31个,射手進階憑證31個,Shooter Card ×31
教授进阶凭证32个,教授进阶凭证32个,教授進階憑證32個,Prof Card ×32
修士进阶凭证33个,修士进阶凭证33个,修士進階憑證33個,Monk Card ×33
精英转职证书34个,精英转职证书34个,精英轉職證書34個,Elite Cert ×34
王牌转职证书35个,王牌转职证书35个,王牌轉職證書35個,Ace Cert ×35
传奇转职证书36个,传奇转职证书36个,傳奇轉職證書36個,Legend Cert ×36
高级探测器37个,高级探测器37个,高級探測器37個,Advanced Detector ×37
初级战斗辅助器38个,初级战斗辅助器38个,初級戰鬥輔助器38個,Primary Combat AIDS ×38
中级战斗辅助器39个,中级战斗辅助器39个,中級戰鬥輔助器39個,Middle Combat AIDS ×39
高级战斗辅助器40个,高级战斗辅助器40个,高級戰鬥輔助器40個,Advanced Combat AIDS ×40
初级战斗手册41个,初级战斗手册41个,初級戰鬥手冊41個,Primary Combat Book ×41
中级战斗手册42个,中级战斗手册42个,中級戰鬥手冊42個,Middle Combat Book ×42
高级战斗手册43个,高级战斗手册43个,高級戰鬥手冊43個,Advanced Combat Book ×43
维修工具44个,维修工具44个,維修工具44個,Repair Tool ×44
幸运转盘45个,幸运转盘45个,幸運轉盤45個,Lucky Wheel ×45
恢复药水46个,恢复药水46个,恢復藥水46個,Heal Potion ×46
商店装饰,商店装饰,商店裝飾,Shop Decoration
装饰您的商店，打造独一无二的废土最美商店！,装饰您的商店，打造独一无二的废土最美商店！,裝飾您的商店，打造獨一無二的廢土最美商店！,Decorate your shop to be the most unique shop of wasteland
在这里可以选择您喜欢的装来装扮您能的商店，特殊装饰还能吸引顾客观赏来获得能量奖励哦。,在这里可以选择您喜欢的装来装扮您能的商店，特殊装饰还能吸引顾客观赏来获得能量奖励哦。,在這裏可以選擇您喜歡的裝來裝扮您能的商店，特殊裝飾還能吸引顧客觀賞來獲得能量獎勵哦。,Here you can choose your favorite decorations to your shop， and special decorations can also attract customers to get energy.
店主装扮,店主装扮,店主裝扮,Shopkeeper Customize
给您的店主设计独特的外形，还可以穿戴各式各样的时装！,给您的店主设计独特的外形，还可以穿戴各式各样的时装！,給您的店主設計獨特的外形，還可以穿戴各式各樣的時裝！,Design a unique appearance for your shopkeeper， and you can wear all kinds of fashion!
在这里可以给您的店主更换性别以及更换外表皮肤，以及穿上不同的时装。,在这里可以给您的店主更换性别以及更换外表皮肤，以及穿上不同的时装。,在這裏可以給您的店主更換性別以及更換外表皮膚，以及穿上不同的時裝。,Here you can change your shopkeeper's gender and skin， and wear different fashions.
解锁每日任务功能，完成任务领取稀有奖励！,解锁每日任务功能，完成任务领取稀有奖励！,解鎖每日任務功能，完成任務領取稀有獎勵！,Unlock daily task， complete the task and get rare rewards!
完成任务就能获得活跃奖励，积攒活跃度可以开启活跃宝箱，获得稀有道具奖励！,完成任务就能获得活跃奖励，积攒活跃度可以开启活跃宝箱，获得稀有道具奖励！,完成任務就能獲得活躍獎勵，積攢活躍度可以開啟活躍寶箱，獲得稀有道具獎勵！,After completing the task， you can get active rewards to open the active chest and get rare props!
与全球玩家组建商会联盟，一起在废土里打造你们的最强联盟！,与全球玩家组建商会联盟，一起在废土里打造你们的最强联盟！,與全球玩家組建商會聯盟，一起在廢土裏打造你們的最強聯盟！,Form the best guild with global players!
在这里可以加入其它玩家的联盟，或者创建自己的联盟，一起投资改造你们的壁垒建筑与科技！,在这里可以加入其它玩家的联盟，或者创建自己的联盟，一起投资改造你们的壁垒建筑与科技！,在這裏可以加入其它玩家的聯盟，或者創建自己的聯盟，一起投資改造你們的壁壘建築與科技！,Here you can join other players' guild， or create your own guild， and invest together to transform your buildings and technology!
大亨崛起的必经之路，达成即可领取海量奖励！,大亨崛起的必经之路，达成即可领取海量奖励！,大亨崛起的必經之路，達成即可領取海量獎勵！,The only way to become Tycoons! Accomplish to claim lots of reward!
按照进度完成您的大亨成长之路的任务，就能获得海量奖励，并且完成每天所有任务后，可以获得当天的特殊奖励哦！,按照进度完成您的大亨成长之路的任务，就能获得海量奖励，并且完成每天所有任务后，可以获得当天的特殊奖励哦！,按照進度完成您的大亨成長之路的任務，就能獲得海量獎勵，並且完成每天所有任務後，可以獲得當天的特殊獎勵哦！,Complete the tasks of Tycoon Road according to the progress， you can get massive rewards， and after completing all the daily tasks， you can get the special rewards of the day!
与全球玩家自由交易，可以购买或者卖出稀有装备与材料！,与全球玩家自由交易，可以购买或者卖出稀有装备与材料！,與全球玩家自由交易，可以購買或者賣出稀有裝備與材料！,Freely trade with global players， you can buy or sell rare equipment and materials!
市场里，有全球玩家的求购与寄售的物品，您可以直接买卖其它玩家的物品，您也可以挂售或求购！,市场里，有全球玩家的求购与寄售的物品，您可以直接买卖其它玩家的物品，您也可以挂售或求购！,市場裏，有全球玩家的求購與寄售的物品，您可以直接買賣其它玩家的物品，您也可以掛售或求購！,In the market，you can directly buy items of other players， and you can also list item to sell!
幸运每一天，有机会获得稀有道具以及独一无二的工匠哦！,幸运每一天，有机会获得稀有道具以及独一无二的工匠哦！,幸運每一天，有機會獲得稀有道具以及獨一無二的工匠哦！,Lucky every day， there is a chance to get rare props and unique craftsmen!
每日一转，每天都可以免费刷新和抽取一次哦！刷到英雄转职材料，快提升你的英雄吧！,每日一转，每天都可以免费刷新和抽取一次哦！刷到英雄转职材料，快提升你的英雄吧！,每日一轉，每天都可以免費刷新和抽取一次哦！刷到英雄轉職材料，快提升你的英雄吧！,Refresh and draw once for free every day! Collect transfer items to upgrade your heroes!
每日登录签到即可获得各种奖励，记得每日打卡哦！,每日登录签到即可获得各种奖励，记得每日打卡哦！,每日登錄簽到即可獲得各種獎勵，記得每日打卡哦！,Check in every day to get various rewards， remember to punch in every day!
这里将记录您的打卡记录，累计打卡次数越多，获得的奖励约丰富哦！,这里将记录您的打卡记录，累计打卡次数越多，获得的奖励约丰富哦！,這裏將記錄您的打卡記錄，累計打卡次數越多，獲得的獎勵約豐富哦！,Your check-in records will be recorded here. The more check-in times you have accumulated， the more rewards you will get!
与全球玩家进行即时沟通交流，共同探讨探索废土的经营之道！,与全球玩家进行即时沟通交流，共同探讨探索废土的经营之道！,與全球玩家進行即時溝通交流，共同探討探索廢土的經營之道！,Discuss with global players about shop operation on this wasteland!
这里可以和全球玩家进行实时交流，记得保持礼貌和风度哦！,这里可以和全球玩家进行实时交流，记得保持礼貌和风度哦！,這裏可以和全球玩家進行實時交流，記得保持禮貌和風度哦！,Here you can communicate with global players in real time， remember to be polite and graceful!
每天的小猪储蓄罐，卖出装备就会积攒储蓄，存满打开就能获得惊喜！,每天的小猪储蓄罐，卖出装备就会积攒储蓄，存满打开就能获得惊喜！,每天的小豬儲蓄罐，賣出裝備就會積攢儲蓄，存滿打開就能獲得驚喜！,Everyday piggy bank， you will accumulate savings when you sell equipment， and you will get a surprise when you open it!
每次卖出装备都能获得一些储蓄进度，储蓄满以后就能打开储蓄罐获得奖励了！,每次卖出装备都能获得一些储蓄进度，储蓄满以后就能打开储蓄罐获得奖励了！,每次賣出裝備都能獲得一些儲蓄進度，儲蓄滿以後就能打開儲蓄罐獲得獎勵了！,Every time you sell equipment， you can get some savings progress， and when the savings is full， you can open the piggy bank to get rewards!
通过探索副本获得{1}个{0}材料,通过探索副本获得{1}个{0}材料,通過探索副本獲得{1}個{0}材料,Obtain {1} {0} from quest
在酒吧刷新{1}次,在酒吧刷新{1}次,在酒吧刷新{1}次,Refresh {1} times at the bar
制作2×砍刀,制作2×砍刀,製作2×砍刀,Craft Machete ×2
制作2×砍刀提升熟练度,制作2×砍刀提升熟练度,製作2×砍刀提升熟練度,Craft Machete ×2 to increase masteries
售卖装备提升店主到3级,售卖装备提升店主到3级,售賣裝備提升店主到3級,Sell items to upgrade shopkeeper to lv3
售卖装备提升店主等级到3级,售卖装备提升店主等级到3级,售賣裝備提升店主等級到3級,Sell items to upgrade shopkeeper to lv3
摆放1个店内装饰-花盆,摆放1个店内装饰-花盆,擺放1個店內裝飾-花盆,Place 1 shop decor - flower pot
商店内摆放1个花盆-可以恢复店主能量,商店内摆放1个花盆-可以恢复店主能量,商店內擺放1個花盆-可以恢復店主能量,Place 1 flower pot in the shop - can recover shopkeeper energy
折扣出售3×任意装备,折扣出售3×任意装备,折扣出售3×任意裝備,Discounted sale of items ×3
向顾客打折出售3×任意装备-获得额外的能量,向顾客打折出售3×任意装备-获得额外的能量,向顧客打折出售3×任意裝備-獲得額外的能量,Discounted sale of items ×3 -Gain extra energy
当缺少能量时，可以折扣卖出商品给顾客！,当缺少能量时，可以折扣卖出商品给顾客！,當缺少能量時，可以折扣賣出商品給顧客！,When there lack of energy， you can sell items at a discount!
加价出售2×任意装备,加价出售2×任意装备,加價出售2×任意裝備,Surcharge sale of items ×2
向顾客加价出售2×任意装备-获得双倍收入,向顾客加价出售2×任意装备-获得双倍收入,向顧客加價出售2×任意裝備-獲得雙倍收入,Surcharge sale of items ×2 -Earn double money
保险柜升至2级,保险柜升至2级,保險櫃升至2級,Upgrade the Locker to lv2
升级初级保险柜至2级-提升仓库存储上限,升级初级保险柜至2级-提升仓库存储上限,升級初級保險櫃至2級-提升倉庫存儲上限,Upgrade the Locker to lv2 -Increase capacity of inventory
制作12×砍刀以领悟新图纸,制作12×砍刀以领悟新图纸,製作12×砍刀以領悟新圖紙,Craft Machete ×12 to research new blueprint
制作12×砍刀升级熟练度领悟新装备-拳刺,制作12×砍刀升级熟练度领悟新装备-拳刺,製作12×砍刀升級熟練度領悟新裝備-拳刺,Craft Machete ×12 to research new blueprint-Knuckles
店主等级达到4级,店主等级达到4级,店主等級達到4級,Shopkeeper reached lv4
售卖装备提升店主等级到4级,售卖装备提升店主等级到4级,售賣裝備提升店主等級到4級,Sell items to upgrade the shopkeeper to lv4
通过买卖赚取2000新币,通过买卖赚取2000新币,通過買賣賺取2000新幣,Earn 2000 New Dollars by trading
出售8×砍刀,出售8×砍刀,出售8×砍刀,Sell Machete ×8
出售8×砍刀-赚取一大波资金,出售8×砍刀-赚取一大波资金,出售8×砍刀-賺取一大波資金,Sell Machete ×8 -Earn a lot of money
货架上商品越多，商店人气越高，当顾客不需要砍刀时，可以建议顾客购买砍刀。,货架上商品越多，商店人气越高，当顾客不需要砍刀时，可以建议顾客购买砍刀。,貨架上商品越多，商店人氣越高，當顧客不需要砍刀時，可以建議顧客購買砍刀。,The more items on the shelf， the higher the store's popularity， and customers can be advised to buy a machete when they don't need it.
店主等级达到5级,店主等级达到5级,店主等級達到5級,Shopkeeper reached lv5
售卖装备提升店主等级到5级,售卖装备提升店主等级到5级,售賣裝備提升店主等級到5級,Sell items to upgrade the shopkeeper to lv5
制作8×牛仔裤以领悟新图纸,制作8×牛仔裤以领悟新图纸,製作8×牛仔褲以領悟新圖紙,Craft Jeans ×8 to research new blueprint
制作8×牛仔裤升级熟练度领悟新装备-防爆腿甲,制作8×牛仔裤升级熟练度领悟新装备-防爆腿甲,製作8×牛仔褲升級熟練度領悟新裝備-防爆腿甲,Craft Jeans ×8 to research new blueprint-Blast Cuisses
加价出售4×任意装备,加价出售4×任意装备,加價出售4×任意裝備,Surcharge sale of items ×4
向顾客加价出售4×任意装备-获得双倍收入,向顾客加价出售4×任意装备-获得双倍收入,向顧客加價出售4×任意裝備-獲得雙倍收入,Surcharge sale of items ×4 -Earn double money
折扣出售6×任意装备,折扣出售6×任意装备,折扣出售6×任意裝備,Discounted sale of items ×6
向顾客折扣出售6×任意装备-获得额外的能量,向顾客折扣出售6×任意装备-获得额外的能量,向顧客折扣出售6×任意裝備-獲得額外的能量,Discounted sale of items ×6-gain extra energy
通过买卖赚取4000新币,通过买卖赚取4000新币,通過買賣賺取4000新幣,Earn 4000 New Dollars by trading
店主等级达到6级,店主等级达到6级,店主等級達到6級,Shopkeeper reached lv6
升级店主到6级,升级店主到6级,升級店主到6級,Upgrade the shopkeeper to lv6
招募工匠-约翰,招募工匠-约翰,招募工匠-約翰,Recruit Craftsman-John
招募木材加工专家-约翰-解锁新的装备类型,招募木材加工专家-约翰-解锁新的装备类型,招募木材加工專家-約翰-解鎖新的裝備類型,Recruit Carpenter-John-unlock items of new type
购买1个木材架-解锁新的资源,购买1个木材架-解锁新的资源,購買1個木材架-解鎖新的資源,Buy 1 Wood Bin - unlock new resources
制作4×粗壮树干,制作4×粗壮树干,製作4×粗壯樹幹,Craft Sturdy Trunk ×4
制作4×粗壮树干,制作4×粗壮树干,製作4×粗壯樹幹,Craft Sturdy Trunk ×4
制作10×探险试用装以领悟新图纸,制作10×探险试用装以领悟新图纸,製作10×探險試用裝以領悟新圖紙,Craft Explore Trail ×10 to research new blueprint
制作10×探险试用装来解锁铁桶头盔,制作10×探险试用装来解锁铁桶头盔,製作10×探險試用裝來解鎖鐵桶頭盔,Craft Explore Trail ×10 to unlock iron helmet
制作12×短袖以领悟新图纸,制作12×短袖以领悟新图纸,製作12×短袖以領悟新圖紙,Craft Shirt ×12 to research new blueprint
制作12×短袖来解锁牛仔护甲,制作12×短袖来解锁牛仔护甲,製作12×短袖來解鎖牛仔護甲,Craft Shirt ×12 to unlock cowboy armor
制作23×砍刀以领悟新图纸,制作23×砍刀以领悟新图纸,製作23×砍刀以領悟新圖紙,Craft Machete ×23 to research new blueprint
制作23×砍刀升级熟练度领悟-简易弓-的制造方式,制作23×砍刀升级熟练度领悟-简易弓-的制造方式,製作23×砍刀升級熟練度領悟-簡易弓-的製造方式,Craft Machete ×23 to unlock simple bow
升级店主到7级,升级店主到7级,升級店主到7級,Upgrade the shopkeeper to lv7
派遣2名英雄探索街道废墟,派遣2名英雄探索街道废墟,派遣2名英雄探索街道廢墟,Send 2 heroes to explore the Street Ruins
派遣2名英雄前往街道废墟探索-收集装备材料,派遣2名英雄前往街道废墟探索-收集装备材料,派遣2名英雄前往街道廢墟探索-收集裝備材料,Send 2 heroes to explore the Street Ruins-Collect items
制作9×简易弓以提升售价,制作9×简易弓以提升售价,製作9×簡易弓以提升售價,Craft Simple Bow ×9 to increase sale price
制作9×简易弓升级熟练度提升售价,制作9×简易弓升级熟练度提升售价,製作9×簡易弓升級熟練度提升售價,Craft Simple Bow ×9 to upgrade masteries to increase sale price
街道废墟副本升到2级,街道废墟副本升到2级,街道廢墟副本升到2級,Upgrade Street Ruins to lv2
街道废墟副本的探索等级提升到2级-提升收集资源数量,街道废墟副本的探索等级提升到2级-提升收集资源数量,街道廢墟副本的探索等級提升到2級-提升收集資源數量,Upgrade Street Ruins to lv2 - Collect more resource
2名英雄达到3级,2名英雄达到3级,2名英雄達到3級,2 heroes reach lv3
拥有2名达到3级的英雄,拥有2名达到3级的英雄,擁有2名達到3級的英雄,2 heroes reach lv3
制作16×简易弓以领悟新图纸,制作16×简易弓以领悟新图纸,製作16×簡易弓以領悟新圖紙,Craft Simple Bow ×16 to research new blueprint
制作16×简易弓升级熟练度领悟新装备-竞技用反曲弓,制作16×简易弓升级熟练度领悟新装备-竞技用反曲弓,製作16×簡易弓升級熟練度領悟新裝備-競技用反曲弓,Craft Simple Bow ×16 to research new blueprint-Reflex Bow
通过买卖赚取1.5万新币,通过买卖赚取1.5万新币,通過買賣賺取1.5萬新幣,Earn 15000 New Dollars by trading
通过买卖赚取15000新币,通过买卖赚取15000新币,通過買賣賺取15000新幣,Earn 15000 New Dollars by trading
店主等级达到8级,店主等级达到8级,店主等級達到8級,Shopkeeper reached lv8
升级店主到8级,升级店主到8级,升級店主到8級,Upgrade the shopkeeper to lv8
制作5×铁桶头盔,制作5×铁桶头盔,製作5×鐵桶頭盔,Craft Iron Helmet ×5
冷兵器货架升至2级,冷兵器货架升至2级,冷兵器貨架升至2級,Upgrade a Weapon Shelf to lv2
升级冷兵器货架至2级-提升商店能量上限,升级冷兵器货架至2级-提升商店能量上限,升級冷兵器貨架至2級-提升商店能量上限,Upgrade a Weapon Shelf to lv2-increase the energy limit
柜台升至2级,柜台升至2级,櫃臺升至2級,Upgrade counter to lv2
升级柜台至2级-提升顾客排队人数,升级柜台至2级-提升顾客排队人数,升級櫃臺至2級-提升顧客排隊人數,Upgrade counter to lv2-increase customer queues
商店扩建至2级,商店扩建至2级,商店擴建至2級,Expand shop to lv2
商店扩建到2级-容纳更多家具,商店扩建到2级-容纳更多家具,商店擴建到2級-容納更多家具,Expand shop to lv2-place more furniture
购买1个热武器货架,购买1个热武器货架,購買1個熱武器貨架,Buy a firearm shelf
购买1个热武器架-摆放各种枪械,购买1个热武器架-摆放各种枪械,購買1個熱武器架-擺放各種槍械,Buy a firearm shelf - display various firearms
通过买卖赚取2万新币,通过买卖赚取2万新币,通過買賣賺取2萬新幣,Earn 20000 New Dollars by trading
通过买卖赚取20000新币,通过买卖赚取20000新币,通過買賣賺取20000新幣,Earn 20000 New Dollars by trading
店主等级达到9级,店主等级达到9级,店主等級達到9級,Shopkeeper reached lv9
升级店主到9级,升级店主到9级,升級店主到9級,Upgrade the shopkeeper to lv9
改造铁矿厂花费1000新币,改造铁矿厂花费1000新币,改造鐵礦廠花費1000新幣,Invest 1000 New Dollars to develop Iron Mine
改造铁矿厂累计花费达到1000新币,改造铁矿厂累计花费达到1000新币,改造鐵礦廠累計花費達到1000新幣,The investment to Iron Mine reached 1000 New Dollars
改造伐木厂花费1000新币,改造伐木厂花费1000新币,改造伐木廠花費1000新幣,Invest 1000 New Dollars to develop Sawmill
改造伐木厂累计花费达到1000新币,改造伐木厂累计花费达到1000新币,改造伐木廠累計花費達到1000新幣,The investment to Sawmill reached 1000 New Dollars
改造皮革厂花费1000新币,改造皮革厂花费1000新币,改造皮革廠花費1000新幣,Invest 1000 New Dollars to develop Tannery
改造皮革厂累计花费达到1000新币,改造皮革厂累计花费达到1000新币,改造皮革廠累計花費達到1000新幣,The investment to Tannery reached 1000 New Dollars
折扣出售10×任意装备,折扣出售10×任意装备,折扣出售10×任意裝備,Discounted sale of items ×10
向顾客折扣出售10×任意装备,向顾客折扣出售10×任意装备,向顧客折扣出售10×任意裝備,Discounted sale of items ×10
铁矿箱升至2级,铁矿箱升至2级,鐵礦箱升至2級,Upgrade Iron Bin to lv2
升级铁矿箱至2级,升级铁矿箱至2级,升級鐵礦箱至2級,Upgrade Iron Bin to lv2
店主等级达到10级,店主等级达到10级,店主等級達到10級,Shopkeeper reached lv10
升级店主到10级,升级店主到10级,升級店主到10級,Upgrade the shopkeeper to lv10
招募3名英雄,招募3名英雄,招募3名英雄,Recruit 3 heroes
在酒吧招募3名英雄为你工作,在酒吧招募3名英雄为你工作,在酒吧招募3名英雄為你工作,Recruit 3 heroes from bar to work for you
派遣10名英雄探索街道废墟,派遣10名英雄探索街道废墟,派遣10名英雄探索街道廢墟,Send 10 heroes to explore the Street Ruins
累计派遣10名英雄前往街道废墟探索,累计派遣10名英雄前往街道废墟探索,累計派遣10名英雄前往街道廢墟探索,Send a total of 10 heroes to the Street Ruins
街道废墟副本升到7级解锁头目,街道废墟副本升到7级解锁头目,街道廢墟副本升到7級解鎖頭目,Upgrade Street Ruins to lv7 to unlock Boss
提升街道废墟的探索等级至7级发现街道废墟头目-恶霸,提升街道废墟的探索等级至7级发现街道废墟头目-恶霸,提升街道廢墟的探索等級至7級發現街道廢墟頭目-惡霸,Upgrade Street Ruins to lv7 to unlock Boss-Bully
击杀简单难度头目-恶霸,击杀简单难度头目-恶霸,擊殺簡單難度頭目-惡霸,Defeat Boss Bully(Easy)
击杀简单难度街道废墟头目-恶霸,击杀简单难度街道废墟头目-恶霸,擊殺簡單難度街道廢墟頭目-惡霸,Defeat Street Ruins Boss Bully(Easy)
开启2×军用补给箱,开启2×军用补给箱,開啟2×軍用補給箱,Open Supply Chest ×2
开启2个宝箱—军用补给箱,开启2个宝箱—军用补给箱,開啟2個寶箱—軍用補給箱,Open Chest ×2 -Supply Chest
店主等级达到11级,店主等级达到11级,店主等級達到11級,Shopkeeper reached lv11
升级店主到11级,升级店主到11级,升級店主到11級,Upgrade the shopkeeper to lv11
一名英雄同时穿戴3件2阶装备,一名英雄同时穿戴3件2阶装备,一名英雄同時穿戴3件2階裝備,A hero must equip 3 items of Tier 2 at the same time
任意一名英雄同时穿戴3件2阶装备,任意一名英雄同时穿戴3件2阶装备,任意一名英雄同時穿戴3件2階裝備,A hero must equip 3 items of Tier 2 at the same time
英雄达到3级，即可穿戴2阶装备！,英雄达到3级，即可穿戴2阶装备！,英雄達到3級，即可穿戴2階裝備！,Hero reached lv3， and can equip Tier 2 items
2名英雄达到5级,2名英雄达到5级,2名英雄達到5級,2 heroes reach lv5
2名英雄等级提升到5级,2名英雄等级提升到5级,2名英雄等級提升到5級,upgrade 2 heroes to lv5
出售12×铁丝球棍,出售12×铁丝球棍,出售12×鐵絲球棍,Sell Wire Bat ×12
卖出12×铁丝球棍,卖出12×铁丝球棍,賣出12×鐵絲球棍,Sell Wire Bat ×12
通过买卖赚取5万新币,通过买卖赚取5万新币,通過買賣賺取5萬新幣,Earn 50000 New Dollars by trading
通过买卖赚取50000新币,通过买卖赚取50000新币,通過買賣賺取50000新幣,Earn 50000 New Dollars by trading
店主等级达到12级,店主等级达到12级,店主等級達到12級,Shopkeeper reached lv12
升级店主到12级,升级店主到12级,升級店主到12級,Upgrade the shopkeeper to lv12
招募工匠-左纳,招募工匠-左纳,招募工匠-左納,Hire the Worker -Ella
招募手工专家-左纳,招募手工专家-左纳,招募手工專家-左納,Hire the Craftsman -Ella
制作11×洞洞鞋以领悟新图纸,制作11×洞洞鞋以领悟新图纸,製作11×洞洞鞋以領悟新圖紙,Craft Hole Shoes ×11 to research new blueprint
制作11×洞洞鞋升级熟练度领悟新装备-雨靴,制作11×洞洞鞋升级熟练度领悟新装备-雨靴,製作11×洞洞鞋升級熟練度領悟新裝備-雨靴,Craft Hole Shoes×11 to research Rain Boots
制作8×左轮手枪以提升制作速度,制作8×左轮手枪以提升制作速度,製作8×左輪手槍以提升製作速度,Craft Revolver ×8 to increase speed
制作8×左轮手枪升级熟练度减少制作时间,制作8×左轮手枪升级熟练度减少制作时间,製作8×左輪手槍升級熟練度減少製作時間,Craft Revolver ×8 to increase speed to reduce craft time
热武器架升至2级,热武器架升至2级,熱武器架升至2級,Upgrade firearm rack to lv2
升级热武器架至2级-提升商店能量上限,升级热武器架至2级-提升商店能量上限,升級熱武器架至2級-提升商店能量上限,Upgrade firearm rack to lv2-increase energy limit
店主等级达到13级,店主等级达到13级,店主等級達到13級,Shopkeeper reached lv13
升级店主到13级,升级店主到13级,升級店主到13級,Upgrade the shopkeeper to lv13
招募工匠-伊利欧斯,招募工匠-伊利欧斯,招募工匠-伊利歐斯,Hire the Worker-Gavin
招募枪械装配师-伊利欧斯（完成大亨之路活动第一天所有任务领取）,招募枪械装配师-伊利欧斯（完成大亨之路活动第一天所有任务领取）,招募槍械裝配師-伊利歐斯（完成大亨之路活動第一天所有任務領取）,Hire the Worker-Gavin (Complete all tasks on the first day of the Tycoon Road)
制作18×雷明顿M870以领悟新图纸,制作18×雷明顿M870以领悟新图纸,製作18×雷明頓M870以領悟新圖紙,Craft M870X18 to research the new blueprint
制作18×雷明顿M870升级熟练度领悟新装备-590M霰弹枪,制作18×雷明顿M870升级熟练度领悟新装备-590M霰弹枪,製作18×雷明頓M870升級熟練度領悟新裝備-590M霰彈槍,Craft M870X18 to unlock new item-590M
购买2个保险柜,购买2个保险柜,購買2個保險櫃,Buy 2 Locker
放置初级保险柜2个-提升仓库存储上限,放置初级保险柜2个-提升仓库存储上限,放置初級保險櫃2個-提升倉庫存儲上限,Place 2 LockerⅠ -increase capacity of inventory
木材架升至3级,木材架升至3级,木材架升至3級,Upgrade Wood Bin to lv3
升级木材架至3级-提升木材存储上限,升级木材架至3级-提升木材存储上限,升級木材架至3級-提升木材存儲上限,Upgrade Wood Bin to lv3 -increase wood storage limit
店主升至14级,店主升至14级,店主升至14級,Shopkeeper reached lv14
升级店主到14级,升级店主到14级,升級店主到14級,Upgrade the shopkeeper to lv14
出售15×勇者战争手枪,出售15×勇者战争手枪,出售15×勇者戰爭手槍,Sell Brave Pistol ×15
卖出15×勇者战争手枪,卖出15×勇者战争手枪,賣出15×勇者戰爭手槍,Sell Brave Pistol ×15
制作11×冲锋护甲,制作11×冲锋护甲,製作11×沖鋒護甲,Craft Assault ArmorX11
制作11×冲锋护甲提升熟练度解锁新装备-防爆护甲,制作11×冲锋护甲提升熟练度解锁新装备-防爆护甲,製作11×沖鋒護甲提升熟練度解鎖新裝備-防爆護甲,Craft Assault ArmorX11 to unlock new item-Bomb Armor
制作20×火把,制作20×火把,製作20×火把,Craft Torch ×20
制作20×3阶钝器-火把,制作20×3阶钝器-火把,製作20×3階鈍器-火把,Craft tier 3 blunt-Torch ×20
通过买卖赚取12万新币,通过买卖赚取12万新币,通過買賣賺取12萬新幣,Earn 120000 New Dollars by trading
